"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"19073731","S","11/04/2019","RESI","1020 5th Plaza","Florissant","Florissant","47","16","$81,000","3","2 (1 1)","1,078","0.1750","54","VYLL01"
"19079837","S","11/21/2019","RESI","782 5th Plaza","Florissant","Florissant","47","24","$82,000","2","2 (1 1)","1,200","0.1730","58","WCLK01"
"19085657","S","12/26/2019","RESI","690 5th Plaza","Florissant","Florissant","47","24","$72,000","3","2 (1 1)","962","0.1640","59","BHSP09"
"19084414","S","12/13/2019","RESI","1455 78th","University City","St Louis","136","3","$25,000","2","2 (1 1)","950","0.1200","67","MADA01"
"19069823","S","12/06/2019","RESI","420 8th","Valley Park","Valley Park","181","79","$99,000","3","1 (1 0)","1,344","0.1490","69","CBG 41"
"19062812","S","11/22/2019","RESI","15621 93rd Ave","Unincorporated","Florissant","47","88","$149,900","3","2 (2 0)","1,178","0.1890","40","REMV01"
"19067530","S","10/08/2019","RESI","311 Abbey Point Ct","Unincorporated","St Louis","332","2","$550,000","4","4 (3 1)","3,523","0.3200","19","RLGR01"
"19041008","S","10/03/2019","RESI","68 Aberdeen Place","Clayton","Clayton","226","123","$914,900","4","5 (4 1)","2,835","0.1840","101","MCFE01"
"19033272","S","11/04/2019","RESI","85 Aberdeen","Clayton","Clayton","226","136","$887,500","4","4 (3 1)","3,259","0.2280","92","DIEL01"
"19061813","S","11/19/2019","RESI","2716 Aberdeen Dr","Unincorporated","Florissant","64","60","$127,500","3","2 (2 0)","1,060","0.2220","54","CBG 12"
"19054902","S","10/21/2019","RESI","5364 Abington Rd","Black Jack","Black Jack","46","86","$146,000","4","3 (2 1)","1,950","0.2160","53","RLVN01"
"19085890","S","12/13/2019","RESI","8715 Acacia Dr","Jennings","St Louis","16","3","$26,633","2","1 (1 0)","1,278","0.1570","84","CBG 06"
"19061775","S","10/08/2019","RESI","512 Acorn Dr","Crestwood","St Louis","316","49","$190,000","3","2 (2 0)","1,040","0.1670","63","MADA01"
"19060878","S","10/17/2019","RESI","311 East Adams Ave","Kirkwood","Kirkwood","196","95","$475,000","3","4 (2 2)","2,272","0.1963","99","EXSL01"
"19067330","S","11/22/2019","RESI","244 West Adams Ave","Kirkwood","St Louis","196","52","$412,500","3","2 (2 0)","1,676","0.2170","115","RESL01"
"19054014","S","10/31/2019","RESI","9408 Aetna Dr","Bellefontaine Neighbors","St Louis","31","107","$50,000","2","2 (2 0)","982","0.1300","69","CKBR01"
"19084658","S","12/18/2019","RESI","3982 Affirmed Dr","Unincorporated","Florissant","47","21","$269,000","3","4 (3 1)","2,656","0.2500","30","CBG 06"
"19059326","S","11/06/2019","RESI","10022 Affton Place","Unincorporated","St Louis","271","61","$153,000","2","2 (2 0)","1,260","0.2150","67","WBRS01"
"19077852","S","11/21/2019","RESI","7526 Ahern Ave","University City","St Louis","136","2","$155,000","3","1 (1 0)","1,149","0.1500","78","MADA01"
"19061242","S","12/31/2019","RESI","2240 Ainsworth Dr","Unincorporated","St Louis","46","35","$120,000","3","2 (2 0)","1,504","0.1920","60","PGLR01"
"19078045","S","11/25/2019","RESI","6347 Alamo Ave","Clayton","Clayton","226","2","$685,000","4","3 (2 1)","2,546","0.1190","102","MADA01"
"19068682","S","11/01/2019","RESI","11048 Alan Shepard Dr","Maryland Heights","Maryland Heights","76","14","$133,000","3","2 (1 1)","960","0.1740","57","CRIR01"
"19085781","S","12/20/2019","RESI","17 Alandale","Florissant","Florissant","48","15","$66,000","3","2 (1 1)","1,062","0.1840","55","KWRC01"
"19064577","S","10/04/2019","RESI","100 Albert Dr","Florissant","Florissant","48","19","$116,750","3","2 (2 0)","912","0.2910","48","BHSP02"
"19007670","S","10/11/2019","RESI","12693 Alberts Laumeier Ct","Sunset Hills","St Louis","316","135","$92,000","0"," (0 0)","3,000","0.4590","0","RMXR02"
"19082877","S","12/06/2019","RESI","8005 Albin Ave","Unincorporated","St Louis","106","2","$43,000","3","2 (2 0)","994","0.1620","83","KWRC01"
"19063471","S","11/15/2019","RESI","7820 Alert","Hanley Hills","St Louis","106","70","$36,500","2","1 (1 0)","792","0.1870","70","RLXG01"
"19081443","S","12/20/2019","RESI","328 Algonquin Dr","Ballwin","Ballwin","168","39","$300,000","5","3 (3 0)","2,920","0.3310","55","CBPR01"
"19073330","S","10/30/2019","RESI","430 Allen Dr","Florissant","Florissant","64","12","$65,000","3","2 (2 0)","1,559","0.2210","61","FOWL01"
