"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"17097065","S","04/04/2018","RESI","1444 Wildhorse Parkway","Wildwood","Wildwood","347","52","$480,000","4","5 (4 1)","","0.5800","24","EXSL02"
"18010360","S","04/13/2018","RESI","1532 Wildhorse Parkway Dr","Wildwood","Chesterfield","347","41","$575,000","6","5 (4 1)","3,676","0.5900","25","JUME01"
"18015577","S","04/16/2018","RESI","1412 Wildhorse Parkway","Wildwood","Wildwood","347","3","$615,000","5","5 (4 1)","3,258","0.5900","24","BHAL05"
"17063557","S","05/11/2018","RESI","1508 Wildhorse Parkway Dr","Wildwood","Wildwood","347","187","$1,010,000","5","5 (4 1)","4,640","0.5800","24","CBG 11"
"18037438","S","06/15/2018","RESI","1521 Wildhorse Parkway","Wildwood","Wildwood","347","4","$635,000","5","5 (4 1)","3,293","0.6120","26","SHAW"
"18028618","S","06/12/2018","RESI","2235 Wilding Dr","Overland","St Louis","91","20","$151,000","4","2 (2 0)","1,581","0.2090","51","HRTP01"
"18051988","S","06/27/2018","RESI","17712 Wilding Place Dr","Wildwood","Wildwood","347","368","$586,500","4","5 (4 1)","3,154","0.5700","25","SHAW"
"18033178","S","05/29/2018","RESI","145 Wildwood Pkwy","Ballwin","Ballwin","168","14","$347,000","4","4 (2 2)","2,362","0.2870","55","CBG 11"
"18014901","S","05/30/2018","RESI","138 Wildwood","Kirkwood","St Louis","196","3","$396,000","4","4 (3 1)","2,436","0.2100","27","MADA01"
"18036864","S","06/28/2018","RESI","132 Wildwood Ln.","Kirkwood","St Louis","196","4","$435,500","4","3 (2 1)","2,275","0.2200","80","MCAR01"
"18032328","S","05/31/2018","RESI","3830 Will Ave","Unincorporated","St Louis","331","4","$135,650","2","1 (1 0)","984","0.9000","85","MADA01"
"18033893","S","06/11/2018","RESI","3812 Will Ave","Unincorporated","St Louis","331","1","$232,000","3","2 (2 0)","1,569","0.3100","22","BHSP07"
"18025090","S","05/24/2018","RESI","5622 Willard Ave","Unincorporated","St Louis","271","23","$119,900","2","1 (1 0)","920","0.0860","100","RMON01"
"18007497","S","04/10/2018","RESI","7415 Williams Ave","Richmond Heights","St Louis","241","4","$227,000","2","2 (1 1)","1,228","0.1150","65","CLST01"
"19002656","S","04/13/2018","RESI","304 Williams Dr","Eureka","Eureka","346","0","$150,000","3","3 (3 0)","1,400","0.3210","49","BHAL14"
"18017648","S","04/19/2018","RESI","250 Williams Blvd","Hazelwood","St Louis","63","10","$25,500","2","1 (1 0)","768","0.1440","64","GLDR01"
"18028080","S","05/30/2018","RESI","7636 Williams Ave","Maplewood","St Louis","241","2","$150,000","2","1 (1 0)","1,074","0.1110","68","SLRE02"
"18019981","S","06/13/2018","RESI","14467 Williamsburg Manor","Unincorporated","Florissant","47","85","$125,000","3","2 (2 0)","1,090","0.1800","21","KWRP01"
"18002999","S","05/09/2018","RESI","10752 Willinda Dr","Unincorporated","St Louis","316","7","$202,400","3","2 (2 0)","1,008","0.1720","61","EQTY04"
