"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12066378","S","03/08/2013","RESI","120 East Ripa Ave","Unincorporated","St Louis","3","88","$19,800","1","1 (1 0)","776","0.0900","118","RNFK01"
"12069038","S","02/08/2013","RESI","2751 Old Hanley","Unincorporated","St Louis","5","259","$6,000","2","1 (1 0)","648","0.0800","80","RSRC01"
"12056592","S","02/27/2013","RESI","406 Plaza Ave","Ferguson","St Louis","5","137","$13,000","2","1 (1 0)","750","0.1400","70","STLB01"
"12063009","S","01/31/2013","RESI","6804 Waterleigh Dr","Berkeley","Berkeley","5","240","$15,500","3","1 (1 0)","1,120","0.2000","65","WREA01"
"13006301","S","02/22/2013","RESI","6804 Waterleigh","Berkeley","St Louis","5","11","$17,500","3","1 (1 0)","","0.0000","64","MOGL01"
"12063064","S","01/04/2013","RESI","11 Kings Ct","Ferguson","Ferguson","5","29","$27,120","2","1 (1 0)","891","0.2020","76","EXER01"
"12063794","S","01/24/2013","RESI","5352 Hodiamont Ave","Jennings","St Louis","16","294","$2,100","2","1 (1 0)","768","0.0800","89","HILB01"
"12061022","S","03/14/2013","RESI","5619 Hamilton Ave","Jennings","St Louis","16","126","$2,800","2","1 (1 0)","932","0.1100","95","DNAR01"
"13000929","S","01/31/2013","RESI","5455 Helen Ave","Jennings","St Louis","16","14","$4,000","2","1 (1 0)","780","0.1500","108","ONES01"
"12031425","S","01/15/2013","RESI","7112 Beulah","Jennings","Jennings","16","232","$5,000","1","1 (1 0)","768","0.1460","78","CBPR01"
"12066254","S","01/09/2013","RESI","7039 Lena Ave","Jennings","Jennings","16","48","$5,500","2","1 (1 0)","850","0.1600","80","PRPT01"
"13000927","S","01/31/2013","RESI","8824 Corwin","Jennings","St Louis","16","14","$6,000","2","1 (1 0)","824","0.1700","77","ONES01"
"12064621","S","01/11/2013","RESI","7042 Garesche Ave","Jennings","St Louis","16","35","$6,000","2","1 (1 0)","764","0.1400","77","CVTS01"
"12063703","S","02/27/2013","RESI","5417 Wilborn","Jennings","St Louis","16","16","$6,500","2","1 (1 0)","","0.1500","67","BRKO"
"12068717","S","02/26/2013","RESI","2004 Eldredge Ave","Jennings","St Louis","16","58","$7,000","2","1 (1 0)","864","0.1100","87","RNST02"
"12053769","S","03/12/2013","RESI","1973 Park","Jennings","St Louis","16","175","$7,000","2","1 (1 0)","1,065","0.1800","70","HRSR01"
"12066998","S","02/25/2013","RESI","6371 Sherry Ave","Jennings","St Louis","16","57","$7,200","2","1 (1 0)","857","0.1000","69","OWAI01"
"12062061","S","03/22/2013","RESI","5633 Helen Ave","Jennings","St Louis","16","78","$7,200","3","2 (1 1)","1,702","0.1500","90","PTRH01"
"13002032","S","03/26/2013","RESI","8319 Mayfair Place","Jennings","St Louis","16","52","$7,950","2","1 (1 0)","750","0.0800","90","CBG 06"
"12056532","S","03/07/2013","RESI","5305 Hamilton Ave","Jennings","St Louis","16","127","$8,300","2","1 (1 0)","896","0.1500","80","CHES01"
"12047852","S","01/15/2013","RESI","7028 Theodore Ave","Jennings","St Louis","16","33","$8,300","2","1 (1 0)","900","0.1400","82","GLDR01"
"12065245","S","01/22/2013","RESI","5213 College Ave","Jennings","St Louis","16","7","$9,000","2","1 (1 0)","918","0.1300","","MCNR01"
"12065630","S","03/15/2013","RESI","7424 Chandler Ave","Country Club Hills","St Louis","16","8","$9,100","3","2 (2 0)","","0.1400","77","DPEV01"
"12066513","S","03/15/2013","RESI","8380 College Ave","Jennings","St Louis","16","40","$9,691","2","1 (1 0)","750","0.1400","88","PTRH01"
"12060109","S","02/15/2013","RESI","8949 Huiskamp Ave","Jennings","St Louis","16","49","$9,900","3","1 (1 0)","1,082","0.1500","88","CBG 06"
"12069257","S","02/21/2013","RESI","5312 Hodiamont Ave","Jennings","St Louis","16","34","$10,000","3","1 (1 0)","1,366","0.2200","105","ALXD01"
"13000861","S","03/05/2013","RESI","5423 Fletcher","Jennings","St Louis","16","35","$10,500","2","1 (1 0)","918","0.1100","78","ONES01"
"12068927","S","02/27/2013","RESI","2447 Shannon Ave","Jennings","Jennings","16","41","$10,500","2","1 (1 0)","816","0.1400","69","HMSC01"
"12053362","S","01/03/2013","RESI","7032 Greenhaven","Flordell Hills","St Louis","16","112","$12,000","2","1 (1 0)","1,426","0.1400","79","BRKO"
"12064700","S","01/28/2013","RESI","7444 Esterbrook Dr","Country Club Hills","St Louis","16","12","$12,501","3","1 (1 0)","992","0.1400","71","PTRH01"
"13010682","S","03/28/2013","RESI","5642 Hodiamont Ave","Jennings","St Louis","16","21","$13,500","3","1 (1 0)","1,228","0.2930","78","FOWL01"
"12056721","S","01/29/2013","RESI","2028 Coleridge Dr","Jennings","St Louis","16","77","$13,533","2","1 (1 0)","925","0.1400","78","RNST01"
"12063944","S","02/01/2013","RESI","5419 College Ave","Jennings","St Louis","16","16","$14,000","3","1 (1 0)","1,254","0.1300","","MCNR01"
"12064563","S","01/14/2013","RESI","9017 Clarion Dr","Jennings","St Louis","16","10","$14,888","3","2 (1 1)","","0.1500","62","DPEV01"
"12057222","S","01/14/2013","RESI","2112 Lexa","Jennings","St Louis","16","75","$15,000","3","2 (1 1)","1,618","0.2000","88","HILB01"
"13010354","S","03/15/2013","RESI","2827 Meadowlark Ave","Jennings","St Louis","16","1","$16,188","2","1 (1 0)","999","0.2000","67","RLXG01"
"13000166","S","01/28/2013","RESI","2501 Tyrell Dr","Jennings","St Louis","16","7","$16,500","2","1 (1 0)","773","0.3200","79","PRUA14"
"12069001","S","02/14/2013","RESI","2512 High Ridge Ave","Jennings","St Louis","16","14","$17,000","3","2 (2 0)","1,958","0.2900","77","CBG 06"
"12044034","S","01/03/2013","RESI","5626 Gatesworth Ave","Country Club Hills","St Louis","16","135","$17,000","3","2 (1 1)","793","0.1100","77","ALIR01"
"13012370","S","03/25/2013","RESI","3021 Glade Ave","Jennings","St Louis","16","245","$17,900","3","1 (1 0)","1,176","0.1600","62","OWAI01"
"13001800","S","03/20/2013","RESI","1917 Switzer Ave","Jennings","St Louis","16","6","$18,250","4","2 (2 0)","1,332","0.1400","89","SLEC13"
"12066618","S","02/08/2013","RESI","2030 Hildred Ave","Jennings","St Louis","16","31","$19,651","4","2 (2 0)","1,430","0.1600","74","PTRH01"
"12064852","S","01/31/2013","RESI","8732 Acacia Ave","Jennings","St Louis","16","18","$19,900","2","1 (1 0)","924","0.1300","78","FOWL01"
"12057770","S","01/02/2013","RESI","2456 Sharidge Dr","Jennings","St Louis","16","33","$21,000","2","1 (1 0)","816","0.1400","67","PTRH01"
