"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"20088898","A","12/13/2020","RESI","1200 Ferguson Ave","University City","St Louis","5","8","$39,500","2","1 (1 0)","960","0.1500","67","MOCR01"
"20084270","A","11/20/2020","RESI","10089 Royal","Unincorporated","St Louis","5","36","$47,500","3","1 (1 0)","864","0.1490","","SBRE01"
"20058356","A","08/14/2020","RESI","11221 Sugartrail Dr","Unincorporated","St Louis","5","129","$87,400","2","2 (1 1)","1,458","","47","KWRC01"
"20012084","A","02/26/2020","RESI","10501 Earl","Unincorporated","St Louis","16","299","$12,990","2","1 (1 0)","770","0.1490","65","AMRG01"
"20069499","A","10/08/2020","RESI","7204 Marge Ave","Jennings","St Louis","16","74","$14,900","2","1 (1 0)","816","0.1130","64","JONI01"
"20026171","A","04/25/2020","RESI","5569 Sunbury Ave","Country Club Hills","St Louis","16","245","$20,000","2","1 (1 0)","935","0.1260","74","PHXR01"
"20089718","A","12/19/2020","RESI","5528 Hamilton Ave","Jennings","St Louis","16","2","$29,900","2","1 (1 0)","1,026","0.1470","70","SNRE"
"20068082","A","09/23/2020","RESI","5237 Hamilton Ave","Jennings","St Louis","16","89","$29,900","3","1 (1 0)","1,450","0.1470","","BHGR01"
"20005287","A","01/29/2020","RESI","5663 Helen Ave","Jennings","Jennings","16","327","$29,900","2","1 (1 0)","720","0.0970","","BHGR01"
"19091238","A","01/07/2020","RESI","6208 Greer Ave","Pine Lawn","St Louis","16","1,493","$29,900","2","1 (1 0)","972","0.1000","97","BHGR01"
"19091204","A","01/07/2020","RESI","5412 Hodiamont Ave","Jennings","Jennings","16","496","$29,900","2","1 (1 0)","884","0.2200","","BHGR01"
"20022573","A","04/08/2020","RESI","5519 Hodiamont","Jennings","Jennings","16","257","$30,000","2","1 (1 0)","819","0.1469","74","UNTD"
"20017837","A","03/18/2020","RESI","5518 Hodiamont","Jennings","Jennings","16","278","$30,000","1","2 (2 0)","819","","80","UNTD"
"20017834","A","03/18/2020","RESI","7042 Garesche Ave","Jennings","St Louis","16","278","$30,000","2","1 (1 0)","764","0.1390","79","UNTD"
"20087375","A","12/04/2020","RESI","1947 Damato Ct","Jennings","St Louis","16","17","$37,900","2","1 (1 0)","988","0.1260","92","ALXD01"
"20087357","A","12/05/2020","RESI","5463 Hodiamont Ave","Jennings","St Louis","16","16","$38,900","3","2 (1 1)","1,344","0.1200","68","CBG 06"
