"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"15067865","S","03/18/2016","RESI","12715 Rott","Sunset Hills","Sunset Hills","316","52","$649,500","4","5 (4 1)","4,081","0.4600","","UPPR01"
"15030941","S","02/18/2016","RESI","2411 Telegraph","Unincorporated","St Louis","331","242","$60,000","1","1 (1 0)","960","","79","BHSP07"
"16005451","S","03/31/2016","RESI","2808 Telegraph","Unincorporated","St Louis","331","36","$63,225","2","1 (1 0)","925","0.1800","75","NICL01"
"15063103","S","03/01/2016","RESI","154 Betty Jean","Unincorporated","St Louis","331","7","$71,321","3","2 (2 0)","","0.1610","73","EXER01"
"15062892","S","03/30/2016","RESI","622 De Merville Ave","Unincorporated","St Louis","331","77","$76,000","2","1 (1 0)","778","0.1100","85","CBPR01"
"15061832","S","03/09/2016","RESI","4106 Diebold","Unincorporated","St Louis","331","71","$77,500","3","4 (1 3)","1,080","0.1410","58","MCVY01"
"15058471","S","02/26/2016","RESI","142 Burncoate","Unincorporated","St Louis","331","132","$80,000","2","1 (1 0)","864","0.2600","58","BRSR01"
"15041673","S","02/26/2016","RESI","106 Laredo Ave","Unincorporated","St Louis","331","147","$83,500","3","1 (1 0)","921","0.1400","61","LXMB"
"15058785","S","02/01/2016","RESI","2787 Sedan Dr","Unincorporated","St Louis","331","11","$85,000","2","1 (1 0)","1,169","0.4500","66","REOX01"
"15055637","S","03/31/2016","RESI","129 Arras Dr","Unincorporated","St Louis","331","118","$88,300","3","2 (2 0)","1,344","","56","AMRG01"
"15061454","S","02/11/2016","RESI","521 Winston Dr","Unincorporated","St Louis","331","252","$89,900","2","2 (2 0)","936","0.1480","80","WBRS01"
"16004502","S","03/31/2016","RESI","1000 Roxbury Dr","Unincorporated","St Louis","331","19","$90,000","2","2 (1 1)","925","0.2350","68","CBG 14"
"15052192","S","01/04/2016","RESI","4800 Mehl Ave","Unincorporated","St Louis","331","227","$90,000","1","1 (1 0)","1,034","0.8000","68","RMXR05"
"15059784","S","01/14/2016","RESI","2816 Telegraph Rd","Unincorporated","St Louis","331","36","$91,000","4","1 (1 0)","1,380","0.1600","80","KWRC01"
"15058414","S","02/19/2016","RESI","501 Kingston","Unincorporated","St Louis","331","149","$93,600","2","1 (1 0)","953","0.1100","80","REGO01"
"15055452","S","02/29/2016","RESI","668 Ellwine Dr","Unincorporated","St Louis","331","134","$95,000","2","1 (1 0)","950","0.1720","71","CBG 12"
"15067342","S","01/20/2016","RESI","4150 LISIEUX Lane","Unincorporated","St Louis","331","15","$96,000","3","3 (2 1)","1,271","0.1800","50","RLXG01"
"15058367","S","01/12/2016","RESI","835 Catskill","Unincorporated","St Louis","331","37","$98,000","2","1 (1 0)","0","0.1150","88","CRCA01"
"16001051","S","03/02/2016","RESI","335 Tacoma","Unincorporated","St Louis","331","3","$99,000","2","1 (1 0)","824","0.1650","81","RXSB01"
"15057405","S","01/15/2016","RESI","2328 Pecan","Unincorporated","St Louis","331","69","$100,000","3","1 (1 0)","","0.1400","61","KWSW01"
"16000379","S","03/10/2016","RESI","2680 Jonathan","Unincorporated","St Louis","331","10","$101,100","2","2 (2 0)","1,215","0.2130","58","REOX01"
"15037976","S","03/30/2016","RESI","2518 Rosegarden Dr","Unincorporated","St Louis","331","182","$105,000","2","1 (1 0)","","0.2200","76","BHSP09"
"15062888","S","02/12/2016","RESI","101 Brilliant Lane","Unincorporated","St Louis","331","42","$106,500","3","2 (1 1)","960","0.1880","53","BHAL02"
"15064060","S","01/06/2016","RESI","10107 Maryvale Lane","Unincorporated","St Louis","331","0","$107,000","2","1 (1 0)","940","0.1750","63","TFAD01"
"16004611","S","03/23/2016","RESI","2821 Mohattan Lane","Unincorporated","St Louis","331","7","$110,000","2","1 (1 0)","925","0.1320","75","EXSL01"
"15063415","S","02/17/2016","RESI","157 Lemay Gardens","Unincorporated","St Louis","331","25","$110,000","2","1 (1 0)","980","0.1310","71","EXSL01"
"16004214","S","03/16/2016","RESI","34 Lemay Gardens","Unincorporated","St Louis","331","2","$112,000","2","2 (2 0)","1,176","0.1440","77","EXSL01"
"15052433","S","01/22/2016","RESI","544 Ruthland Dr","Unincorporated","St Louis","331","60","$113,000","2","1 (1 0)","962","0.0930","81","RDKY02"
"16001306","S","03/30/2016","RESI","1808 Diane Dr","Unincorporated","St Louis","331","15","$113,500","2","1 (1 0)","896","0.1490","","CBPR02"
"15033858","S","01/13/2016","RESI","30 Buckley Meadows Dr","Unincorporated","St Louis","331","181","$115,000","2","2 (1 1)","960","0.1730","60","BHSP01"
"15054739","S","01/27/2016","RESI","2226 Eleanor Kay Dr","Unincorporated","St Louis","331","8","$115,500","3","2 (2 0)","1,136","0.1740","54","GLDR01"
"16000447","S","03/09/2016","RESI","2828 Arnold Ave","Unincorporated","St Louis","331","5","$117,000","3","1 (1 0)","1,285","0.1380","66","JJNR01"
"15068269","S","03/14/2016","RESI","4359 Martyridge Ct","Unincorporated","St Louis","331","507","$117,400","3","2 (1 1)","1,010","","59","AMRG01"
"16010076","S","03/31/2016","RESI","515 Walworth Dr","Unincorporated","St Louis","331","8","$120,000","3","1 (1 0)","1,257","0.2240","61","RMBC03"
"15065480","S","03/11/2016","RESI","824 Alleghany Ave","Unincorporated","St Louis","331","61","$120,000","2","2 (2 0)","988","0.1000","70","RLGR01"
