"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"15062148","S","01/18/2016","RESI","6215 Page Ave","Wellston","St Louis","3","14","$12,000","2","1 (1 0)","","0.1440","92","CRTN01"
"15061245","S","03/11/2016","RESI","2460 Sharidge Dr","Jennings","St Louis","5","87","$15,900","2","1 (1 0)","816","","67","XELT01"
"15058686","S","02/04/2016","RESI","10403 Oak Ave","Overland","St Louis","5","47","$24,000","2","1 (1 0)","890","0.1670","98","RLXG01"
"16010013","S","03/29/2016","RESI","255 Emerling Dr","Cool Valley","St Louis","5","10","$34,700","3","1 (1 0)","1,035","0.1440","64","GLDR01"
"15011123","S","03/23/2016","RESI","6904 Reder Ave","Northwoods","St Louis","5","303","$52,000","3","2 (1 1)","1,684","0.1200","81","SWHR01"
"15068239","S","03/11/2016","RESI","7420 Chandler Ave","Country Club Hills","St Louis","16","50","$5,000","3","1 (1 0)","960","0.1370","77","NICL01"
"15058673","S","02/22/2016","RESI","5472 Hamilton Ave","Jennings","St Louis","16","282","$5,000","3","1 (1 0)","756","0.0730","103","FOWL01"
"15065819","S","02/12/2016","RESI","7223 Eunice Ave","Jennings","St Louis","16","42","$5,100","1","1 (1 0)","","0.1410","68","RNST01"
"15057023","S","02/19/2016","RESI","5654 Hodiamont Ave","Jennings","St Louis","16","93","$6,000","2","1 (1 0)","812","0.0800","53","BRID01"
"15066212","S","03/05/2016","RESI","2051 Wedgewood","Jennings","St Louis","16","67","$8,000","3","1 (1 0)","","0.1180","77","PRPT01"
"16009189","S","03/11/2016","RESI","2316 McLaran Ave","Jennings","St Louis","16","100","$8,001","3","1 (1 0)","922","0.1500","127","DPEV01"
"15065122","S","03/15/2016","RESI","7033 Garesche Ave","Jennings","St Louis","16","51","$8,500","3","2 (2 0)","1,128","","78","XELT01"
"15054030","S","01/22/2016","RESI","8520 Octavia Ave","Jennings","St Louis","16","107","$9,900","2","1 (1 0)","1,092","0.2010","94","CBG 06"
"15053048","S","02/19/2016","RESI","2633 Avie","Jennings","St Louis","16","113","$10,000","2","1 (1 0)","922","0.1320","","MCNR01"
"15049378","S","01/08/2016","RESI","2110 Mclaran Ave","Jennings","St Louis","16","85","$10,701","3","2 (1 1)","1,137","0.1700","90","CBG 05"
"16006672","S","03/02/2016","RESI","2517 Shannon Ave","Jennings","St Louis","16","9","$11,000","3","2 (1 1)","1,254","7500.0000","66","REED"
"15064280","S","03/10/2016","RESI","2460 Shannon Ave","Jennings","St Louis","16","83","$11,000","2","1 (1 0)","936","0.2800","66","FOWL01"
"15039809","S","01/15/2016","RESI","5635 Beldon Dr","Flordell Hills","St Louis","16","175","$12,000","1","1 (1 0)","792","0.1150","79","GLDR01"
"16005546","S","03/02/2016","RESI","2110 Mclaran Ave","Jennings","St Louis","16","14","$12,500","3","3 (2 1)","1,137","0.1720","90","IVTR01"
"15039106","S","01/15/2016","RESI","2530 Main","Jennings","St Louis","16","91","$12,500","3","1 (1 0)","1,408","0.1320","131","MOCR01"
"15058339","S","01/14/2016","RESI","5 Simmons","Jennings","St Louis","16","40","$13,112","2","1 (1 0)","900","0.2460","","MCNR01"
"15046423","S","02/01/2016","RESI","2242 Hollis Dr","Moline Acres","St Louis","16","57","$13,924","3","1 (1 0)","","0.1500","64","OWNC01"
"15066562","S","02/26/2016","RESI","7030 Manette Dr","Flordell Hills","St Louis","16","199","$14,000","2","1 (1 0)","748","0.1720","78","RMXP01"
"15053130","S","02/11/2016","RESI","7136 Roslyn","Flordell Hills","St Louis","16","121","$14,000","2","1 (1 0)","792","0.1150","79","REOX01"
"16000518","S","02/25/2016","RESI","8758 Wescott Ave","Jennings","St Louis","16","35","$14,500","2","1 (1 0)","720","0.1720","67","PLAT01"
"15062657","S","02/08/2016","RESI","7133 Garesche Ave","Jennings","St Louis","16","73","$15,000","2","1 (1 0)","918","0.1350","72","RMXS01"
"15052070","S","01/22/2016","RESI","2643 Solway Ave","Jennings","St Louis","16","138","$15,100","3","1 (1 0)","921","0.2720","79","FOWL01"
"15061944","S","01/27/2016","RESI","7229 Albright Ave","Jennings","St Louis","16","25","$16,000","3","1 (1 0)","1,120","0.1500","93","CMKL01"
"15048562","S","03/02/2016","RESI","8332 Mayfair Place","Jennings","St Louis","16","107","$16,000","2","1 (1 0)","750","0.0840","86","CMFT01"
"15065952","S","01/12/2016","RESI","5635 Hodiamont Ave","Jennings","St Louis","16","16","$16,900","2","1 (1 0)","","0.0740","98","KWRW01"
"15067133","S","01/15/2016","RESI","2444 Center Ave","Jennings","St Louis","16","6","$17,000","2","1 (1 0)","875","0.2060","63","LBTR01"
"15066007","S","01/15/2016","RESI","2055 Park Lane","Jennings","St Louis","16","156","$18,300","2","1 (1 0)","","0.2530","71","CBG 06"
"15060081","S","01/08/2016","RESI","8789 Darnell Place","Jennings","St Louis","16","65","$20,000","2","2 (2 0)","1,026","0.1380","59","GLDR01"
"15061864","S","03/23/2016","RESI","5609 Apricot Ave","Jennings","St Louis","16","105","$20,750","1","1 (1 0)","680","0.0870","93","CMKL01"
"16003298","S","03/23/2016","RESI","2215 Mclaran Ave","Jennings","St Louis","16","25","$22,000","3","2 (2 0)","1,280","0.1720","66","OWAI01"
"16004989","S","03/08/2016","RESI","2430 Center Ave","Jennings","St Louis","16","68","$24,538","3","2 (2 0)","1,272","0.3700","65","RLXG01"
"15067198","S","01/21/2016","RESI","8950 Whitstone","Jennings","St Louis","16","20","$25,000","3","1 (1 0)","1,145","0.1400","76","CBG 05"
"15058885","S","03/11/2016","RESI","5734 Apricot Ave","Jennings","St Louis","16","105","$25,000","3","1 (1 0)","912","5056.0000","65","KWRW01"
"15064259","S","01/21/2016","RESI","9434 Jennings Station","Jennings","St Louis","16","13","$27,000","2","1 (1 0)","984","0.1470","69","REOX01"
"15067035","S","01/22/2016","RESI","9107 Mellowridge Ct","Jennings","St Louis","16","15","$30,000","3","2 (2 0)","1,328","0.1210","50","GLDR01"
"15028677","S","01/22/2016","RESI","2535 Hord Ave","Jennings","St Louis","16","174","$39,900","3","2 (2 0)","1,026","0.2300","92","WBRS01"
"15049925","S","02/19/2016","RESI","2624 Hord Ave","Jennings","St Louis","16","43","$63,000","3","2 (2 0)","1,200","0.2500","17","CBG 06"
"15039619","S","03/10/2016","RESI","10013 Dorothy Ave","Riverview","St Louis","31","227","$3,000","2","2 (1 1)","","0.1960","78","CBG 15"
"15068118","S","03/22/2016","RESI","10186 Imperial","Unincorporated","St Louis","31","60","$3,100","3","1 (1 0)","","0.1890","56","RNST01"
"15061940","S","02/29/2016","RESI","9860 Edgefield Dr","Moline Acres","St Louis","31","106","$6,500","3","1 (1 0)","","0.2450","63","GLDR01"
"15065825","S","03/18/2016","RESI","10440 Earl Dr","Unincorporated","St Louis","31","12","$6,600","2","1 (1 0)","770","0.1490","63","GLDR01"
"15066395","S","02/29/2016","RESI","10432 Count","Unincorporated","St Louis","31","77","$8,500","3","1 (1 0)","888","0.1190","56","RKLN01"
"15066962","S","01/08/2016","RESI","10165 Imperial Dr","Unincorporated","St Louis","31","0","$9,500","3","1 (1 0)","1,040","0.1890","72","KWRW01"
"15057056","S","01/15/2016","RESI","10064 Royal Dr","Unincorporated","St Louis","31","13","$9,549","3","2 (1 1)","978","","53","XELT01"
"16000241","S","03/11/2016","RESI","9769 Dennis","Unincorporated","St Louis","31","140","$9,800","2","2 (1 1)","792","0.1720","63","BHSP13"
"15067677","S","03/02/2016","RESI","10015 Baron","Unincorporated","St Louis","31","131","$10,000","2","1 (1 0)","1,168","0.1700","50","BHSP13"
"15066826","S","03/02/2016","RESI","9805 Duke","Moline Acres","St Louis","31","86","$10,000","3","1 (1 0)","1,014","","63","BHSP13"
"16009631","S","03/25/2016","RESI","10414 Balmoral","Unincorporated","St Louis","31","7","$10,100","3","1 (1 0)","1,047","0.1710","65","NICL01"
"16002809","S","02/25/2016","RESI","10110 Saffron","Dellwood","St Louis","31","28","$10,950","3","1 (1 0)","959","0.1720","60","REED"
"15066824","S","03/02/2016","RESI","10434 Castle Dr","Unincorporated","St Louis","31","91","$11,100","4","2 (1 1)","1,280","","49","BHSP13"
"15064979","S","02/29/2016","RESI","9707 Balboa","Unincorporated","St Louis","31","53","$11,700","2","1 (1 0)","860","0.1750","","MCNR01"
"15066807","S","03/02/2016","RESI","10808 Spring Garden Dr","Unincorporated","St Louis","31","118","$12,000","3","1 (1 0)","927","","61","BHSP13"
"15064066","S","01/29/2016","RESI","1563 Hudson Rd","Dellwood","St Louis","31","37","$12,000","3","2 (1 1)","900","0.1740","55","CBG 06"
"15063697","S","01/13/2016","RESI","10253 Cedarhurst Dr","Unincorporated","St Louis","31","27","$12,005","3","2 (2 0)","1,368","0.1960","53","FOWL01"
"15062019","S","01/15/2016","RESI","186 Brigadoon Cir","Unincorporated","St Louis","31","47","$12,500","3","1 (1 0)","927","0.2550","63","GLDR01"
"16000672","S","03/28/2016","RESI","108 Glen Garry Rd","Unincorporated","St Louis","31","163","$13,000","3","1 (1 0)","873","0.1740","63","TREP01"
"16000595","S","01/08/2016","RESI","9814 Vickie Place","Unincorporated","St Louis","31","11","$13,000","3","1 (1 0)","1,032","0.1720","67","LAUP01"
"15064994","S","01/19/2016","RESI","2333 Gardner Dr","Moline Acres","St Louis","31","14","$14,000","3","2 (1 1)","1,745","0.3300","66","RERR01"
