"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"17096090","S","04/06/2018","RESI","2974 Kincaid Ave","St. John","St Louis","91","76","$65,000","3","1 (1 0)","1,108","0.3500","91","RLXG01"
"18017343","S","05/22/2018","RESI","276 Kinderhook Dr","Chesterfield","Chesterfield","167","66","$364,000","4","3 (2 1)","2,529","0.2870","40","DIEL01"
"17089339","S","06/19/2018","RESI","1054 Kinderling Lane","Florissant","Florissant","47","166","$49,000","3","1 (1 0)","912","0.1607","","CRTN01"
"17093807","S","04/27/2018","RESI","1100 King Carey","Creve Coeur","Creve Coeur","166","57","$217,000","4","3 (3 0)","1,444","0.2300","51","YUNG01"
"18021744","S","05/21/2018","RESI","4795 Kingbird","Unincorporated","St Louis","316","21","$178,000","3","2 (2 0)","1,699","0.2550","47","RDKY02"
"18028224","S","05/31/2018","RESI","501 Kingridge Dr","Ballwin","Ballwin","168","3","$245,000","4","2 (2 0)","2,174","0.2900","52","BHAL05"
"18032685","S","06/04/2018","RESI","11 Kings","Ferguson","St Louis","63","7","$42,000","2","1 (1 0)","891","0.2020","76","KWSW01"
"18005422","S","05/10/2018","RESI","1000 Kingsbrook Lane","Florissant","Florissant","47","67","$109,000","4","2 (1 1)","1,570","0.1780","55","DPEV01"
"17082933","S","04/01/2018","RESI","7479 Kingsbury","University City","University City","136","105","$425,000","3","2 (1 1)","2,126","0.1310","92","CJJO01"
"18004012","S","04/03/2018","RESI","6671 Kingsbury","University City","St Louis","136","4","$400,000","3","2 (1 1)","","0.1840","104","WCLK01"
"18014823","S","04/18/2018","RESI","8140 Kingsbury Blvd","Clayton","Clayton","226","4","$738,500","3","3 (2 1)","2,422","0.1380","77","BHAL05"
"18011058","S","04/30/2018","RESI","7261 Kingsbury Blvd","University City","University City","136","0","$625,000","5","3 (2 1)","3,416","0.2009","90","DIEL01"
"18016119","S","05/03/2018","RESI","7212 Kingsbury Blvd","University City","St Louis","136","4","$591,750","4","3 (2 1)","2,570","0.2410","95","BHAL02"
"18023259","S","05/15/2018","RESI","8128 Kingsbury","Clayton","St Louis","226","2","$887,000","4","3 (2 1)","2,633","0.1380","77","STRA01"
"18025513","S","06/11/2018","RESI","7301 Kingsbury Blvd","University City","St Louis","136","4","$600,000","3","3 (2 1)","2,154","0.2100","92","KWRC01"
"18035590","S","06/22/2018","RESI","7184 Kingsbury Blvd","University City","University City","136","17","$840,000","4","5 (4 1)","3,846","0.2000","14","DIEL01"
"18008024","S","04/30/2018","RESI","1283 Kingsford","Unincorporated","Florissant","47","38","$138,000","3","3 (2 1)","1,025","0.1720","51","WBRS01"
"18016488","S","05/21/2018","RESI","1868 Kingsford Dr","Unincorporated","Florissant","47","36","$157,000","3","3 (2 1)","","0.2400","28","BHSP13"
"17063083","S","06/08/2018","RESI","12255 Kingshill Dr","Creve Coeur","St Louis","166","265","$399,950","4","4 (3 1)","2,150","0.3700","43","CBG 05"
"18014857","S","04/19/2018","RESI","3110 Kingsley Dr","Florissant","Florissant","63","8","$102,500","4","2 (2 0)","1,384","0.1820","58","HRLG01"
"18016181","S","04/25/2018","RESI","3245 Kingsridge Manor","Unincorporated","St Louis","332","6","$275,000","4","3 (3 0)","1,613","0.2500","12","AMRG01"
