"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"17050099","S","09/12/2017","RESI","740 5th Plz","Florissant","Florissant","47","25","$84,900","3","2 (1 1)","1,106","0.1730","58","RUTI01"
"17041209","S","08/09/2017","RESI","11814 7 Hills Dr","Unincorporated","Florissant","64","8","$115,000","3","3 (2 1)","1,634","0.2300","35","WBRS01"
"17038825","S","07/31/2017","RESI","15634 92nd Ave","Unincorporated","Florissant","47","41","$134,000","3","2 (2 0)","1,568","0.1930","38","STLB01"
"17044928","S","07/14/2017","RESI","14817 94th Ave","Unincorporated","Florissant","47","10","$230,000","3","3 (3 0)","2,102","0.2700","29","TREP01"
"17046367","S","07/24/2017","RESI","42 Aberdeen","Clayton","St Louis","226","3","$875,000","4","5 (4 1)","2,680","0.1840","101","BYAR01"
"17046927","S","08/04/2017","RESI","76 Aberdeen Place","Clayton","Clayton","226","7","$730,000","3","3 (2 1)","2,460","0.2755","94","MCFE01"
"17019858","S","09/15/2017","RESI","99 Aberdeen Place","Clayton","Clayton","226","96","$682,000","5","3 (2 1)","2,727","0.1780","98","DIEL01"
"17070355","S","09/01/2017","RESI","1028 Acorn Hollow Ct","Unincorporated","Fenton","349","0","$226,750","3","2 (2 0)","1,573","0.2300","31","CBG 49"
"17061532","S","09/15/2017","RESI","1230 Acredale Dr","Florissant","Florissant","64","6","$75,000","3","1 (1 0)","960","0.2040","61","KWRC01"
"17039119","S","09/28/2017","RESI","1260 Acredale","Florissant","Florissant","64","88","$68,500","3","2 (2 0)","960","0.1760","61","TREP01"
"17062235","S","08/03/2017","RESI","1809 West Adams Ave","Kirkwood","Kirkwood","196","0","$859,000","3","4 (3 1)","2,852","1.0400","31","JONM01"
"17054083","S","09/11/2017","RESI","429 West Adams Ave","Kirkwood","Kirkwood","196","184","$227,500","2","1 (1 0)","891","0.1860","111","MCFE01"
"17067949","S","09/26/2017","RESI","656 East Adams Ave","Kirkwood","St Louis","196","3","$196,500","2","1 (1 0)","1,000","0.1330","80","MADA01"
"17010545","S","07/11/2017","RESI","17543 Adams Way","Wildwood","Chesterfield","347","100","$507,500","5","4 (3 1)","","0.7600","27","EXSL02"
"17048282","S","07/20/2017","RESI","1039 Addison Dr","Bellefontaine Neighbors","St Louis","31","3","$54,300","3","1 (1 0)","912","0.1470","63","PLAT01"
"17055248","S","08/22/2017","RESI","1225 Addison Dr","Bellefontaine Neighbors","St Louis","31","2","$50,000","3","1 (1 0)","1,008","0.1377","64","KWRW01"
"16068579","S","08/09/2017","RESI","3575 Adie Rd","St. Ann","St Ann","76","275","$89,900","2","2 (2 0)","1,284","0.2100","26","CBG 15"
"17036052","S","08/22/2017","RESI","3603 ADMIRALTON","Bridgeton","Bridgeton","76","62","$244,000","4","4 (3 1)","2,197","0.3125","40","UNVL01"
"17041771","S","07/17/2017","RESI","3743 Affirmed Dr","Florissant","Florissant","47","8","$154,200","3","2 (2 0)","1,414","0.2300","27","EXSL01"
"17047310","S","08/25/2017","RESI","4000 Affirmed Dr","Unincorporated","Florissant","47","6","$248,000","3","4 (3 1)","2,574","0.3800","30","CBG 11"
"17039394","S","08/25/2017","RESI","9909 Affton Place","Unincorporated","St Louis","271","50","$176,550","3","2 (2 0)","1,420","0.2200","77","PLAT01"
"17048500","S","07/27/2017","RESI","10028 Affton Place","Unincorporated","St Louis","271","12","$184,900","3","1 (1 0)","1,408","0.2150","66","BHSP01"
"17055188","S","08/21/2017","RESI","9801 Affton View","Unincorporated","St Louis","331","6","$325,000","4","3 (2 1)","2,474","0.2400","27","CBG 12"
"17047611","S","08/14/2017","RESI","14933 Afshari Cir","Unincorporated","Florissant","47","5","$225,000","4","3 (3 0)","2,152","3.0000","38","BHSP13"
"17037472","S","09/18/2017","RESI","7744 Ahern Ave","University City","St Louis","136","115","$107,000","3","2 (2 0)","1,354","0.1380","","KWSW01"
"17067867","S","09/28/2017","RESI","1460 Aintree","Florissant","Florissant","64","1","$79,000","3","2 (2 0)","1,083","","59","CBPR01"
"17059945","S","08/10/2017","RESI","8211 Airport","Berkeley","St Louis","63","0","$17,500","2","1 (1 0)","792","0.1520","67","WCLK01"
"17069834","S","09/29/2017","RESI","8211 Airport Rd","Berkeley","St Louis","63","13","$21,000","2","1 (1 0)","792","0.1520","67","WCLK01"
"17031913","S","07/12/2017","RESI","3401 Airway Ave","Breckenridge Hills","St Louis","91","64","$32,000","3","2 (1 1)","1,380","0.1500","78","DPEV01"
