"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"77310","S","03/31/2014","RESI","313 Covenant Place Ct","","Ballwin","","0","$445,900","4","5 (4 1)","3,648","0.2300","","REFS01"
"14011808","S","03/14/2014","RESI","5530 Winchelsea","Normandy","St Louis","5","30","$5,000","3","1 (1 0)","1,320","0.1730","62","RMXR05"
"14004339","S","03/20/2014","RESI","8613 Olden Ave","Charlack","St Louis","5","30","$22,500","2","1 (1 0)","1,008","0.1800","93","HRLG01"
"14012584","S","03/27/2014","RESI","312 Emmett Ave","Ferguson","St Louis","5","0","$138,000","3","2 (2 0)","1,856","0.8800","40","KWSW01"
"13062375","S","01/10/2014","RESI","5455 Helen Ave","Jennings","St Louis","16","15","$2,500","2","1 (1 0)","780","0.1470","108","PRPT01"
"13059173","S","02/17/2014","RESI","2 Pohlman Lane","Jennings","St Louis","16","77","$6,526","2","1 (1 0)","1,008","0.2930","90","GLDR01"
"13064134","S","03/27/2014","RESI","5203 Hamilton Ave","Jennings","St Louis","16","92","$7,500","2","1 (1 0)","864","0.1180","71","FOWL01"
"13066006","S","02/10/2014","RESI","8335 Mayfair","Jennings","St Louis","16","29","$8,050","2","1 (1 0)","750","0.0840","90","GLDR01"
"14004716","S","03/25/2014","RESI","5663 Hodiamont Ave","Jennings","St Louis","16","48","$9,000","2","1 (1 0)","760","0.0740","60","FOWL01"
"13062833","S","03/26/2014","RESI","8316 Eton","Jennings","St Louis","16","80","$11,000","2","1 (1 0)","974","0.0840","90","CBG 06"
"14000946","S","02/20/2014","RESI","7137 Manette Dr","Flordell Hills","St Louis","16","20","$12,500","2","1 (1 0)","774","0.1400","77","CBG 05"
"13065555","S","02/26/2014","RESI","5309 Fletcher","Jennings","St Louis","16","56","$13,000","2","1 (1 0)","918","0.1100","77","CBG 05"
"13064490","S","02/11/2014","RESI","2552 Shirley Ave","Jennings","Jennings","16","12","$13,188","2","2 (1 1)","1,014","0.1300","65","RERR01"
"14003996","S","02/28/2014","RESI","9013 Dever Dr","Jennings","St Louis","16","17","$14,268","3","1 (1 0)","960","0.2090","62","FOWL01"
"13064921","S","02/21/2014","RESI","2537 Tyrell Dr","Jennings","Jennings","16","67","$14,452","2","1 (1 0)","751","0.1170","77","MOCR01"
"13065465","S","02/12/2014","RESI","2809 Glendale","Jennings","Jennings","16","49","$14,900","3","1 (1 0)","1,165","0.2300","95","NICL01"
"13066242","S","02/24/2014","RESI","5746 Apricot Ave","Jennings","St Louis","16","309","$15,000","2","2 (1 1)","882","0.1200","82","RLXG01"
"13048407","S","03/28/2014","RESI","8809 Clifton Ave","Jennings","St Louis","16","129","$15,000","3","1 (1 0)","984","0.3620","96","GLDR01"
"13067411","S","02/14/2014","RESI","7417 CALVIN Ave","Country Club Hills","St Louis","16","48","$15,188","2","1 (1 0)","792","0.1210","77","RMXP01"
"13066756","S","02/04/2014","RESI","2708 Kinamore Dr","Jennings","St Louis","16","17","$15,538","3","1 (1 0)","950","0.1160","84","AMRG01"
