"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12014793","S","05/01/2012","RESI","7424 Cromwell Dr","Clayton","Clayton","226","24","$815,000","4","4 (2 2)","3,010","0.2000","74","CBPR01"
"12018453","S","06/12/2012","RESI","127 Topton  Way","Clayton","Clayton","226","45","$857,000","4","5 (3 2)","3,471","0.2200","72","PRUA50"
"11046474","S","04/10/2012","RESI","405 Carswold Dr","Clayton","Clayton","226","154","$1,075,000","5","5 (4 1)","3,694","0.1710","10","MANN01"
"12025918","S","06/26/2012","RESI","6440 Cecil Ave","Clayton","Clayton","226","16","$1,090,000","5","4 (3 1)","5,535","0.3600","101","MCAR01"
"11014947","S","04/06/2012","RESI","165 Gay Ave","Clayton","Clayton","226","351","$1,160,200","4","6 (5 1)","3,900","0.1670","13","CBG 11"
"11053102","S","05/02/2012","RESI","6450 Ellenwood Ave","Clayton","Clayton","226","152","$1,300,000","6","5 (4 1)","6,247","0.3900","104","MCFE01"
"12001448","S","05/24/2012","RESI","7426 Wydown","Clayton","Clayton","226","91","$1,330,000","5","6 (5 1)","5,098","0.1720","17","CBPR01"
"12006820","S","04/02/2012","RESI","44 Broadview Dr","Clayton","Clayton","226","197","$1,446,700","5","5 (4 1)","5,424","0.2770","81","CBPR01"
"11038035","S","06/01/2012","RESI","2039 Yale Ave","Maplewood","Maplewood","241","292","$26,000","1","1 (1 0)","748","0.0920","94","CBPR01"
"12028448","S","05/25/2012","RESI","7742 Rannells Ave","Maplewood","St Louis","241","3","$32,000","2","1 (1 0)","","0.1700","96","INFP01"
"12014705","S","04/11/2012","RESI","7737 Lindbergh Dr","Maplewood","Maplewood","241","4","$32,150","3","1 (1 0)","1,151","0.1360","71","ALXD01"
"12005310","S","05/01/2012","RESI","7733 Weaver Ave","Maplewood","St Louis","241","55","$39,600","3","1 (1 0)","1,012","0.1600","1927","REOX01"
"12010361","S","04/13/2012","RESI","2005 Bellevue Ave","Maplewood","St Louis","241","26","$47,700","2","1 (1 0)","1,320","0.1300","93","CBG 05"
"12022268","S","06/12/2012","RESI","7710 Saint Albans Ave","Richmond Heights","Richmond Heights","241","43","$49,500","4","2 (1 1)","1,254","","86","CBG 05"
"12016132","S","04/04/2012","RESI","2505 Gerhard Ave","Maplewood","St Louis","241","3","$60,000","3","1 (1 0)","1,321","0.1300","108","SUMM"
"11039068","S","04/10/2012","RESI","7414 Maple Ave","Maplewood","Maplewood","241","257","$60,000","3","1 (1 0)","1,548","0.0960","108","RMXR02"
"12031607","S","06/21/2012","RESI","7267 Zephyr","Maplewood","St Louis","241","1","$65,000","2","1 (1 0)","1,218","0.1600","92","GIAL01"
"11059008","S","06/19/2012","RESI","7200 Nashville Ave","Richmond Heights","St Louis","241","122","$70,000","2","1 (1 0)","1,053","0.1680","95","CBG 05"
"12003084","S","05/04/2012","RESI","2249 Yale","Maplewood","Maplewood","241","100","$80,000","3","2 (2 0)","1,056","0.0900","","MRKR"
"11047755","S","04/30/2012","RESI","7210 Wise Ave","Richmond Heights","Richmond Heights","241","131","$92,500","3","2 (2 0)","1,632","0.1370","95","KWSW01"
"12006695","S","05/11/2012","RESI","7736 Weston Place","Richmond Heights","St Louis","241","77","$97,960","3","3 (3 0)","1,566","0.3000","66","WREA01"
"12020977","S","06/21/2012","RESI","7459 Rupert Ave","Richmond Heights","St Louis","241","8","$98,023","2","2 (2 0)","","0.1200","90","REED"
"12016926","S","06/01/2012","RESI","7118 Dale Ave","Richmond Heights","St Louis","241","41","$99,900","2","1 (1 0)","980","0.1200","62","CBG 27"
"12022039","S","05/11/2012","RESI","2032 Bland","Maplewood","St Louis","241","18","$106,000","2","1 (1 0)","1,220","0.1300","78","CBPR01"
"11054463","S","04/25/2012","RESI","7750 Rannells Ave","Maplewood","Maplewood","241","163","$113,900","2","1 (1 0)","","0.1190","92","STBR01"
"11034869","S","06/28/2012","RESI","2403 Bellevue Ave","Maplewood","Maplewood","241","436","$120,000","2","1 (1 0)","1,056","0.1850","96","MCFE01"
"12020918","S","06/15/2012","RESI","7312 Elm","Maplewood","Maplewood","241","27","$125,000","2","2 (1 1)","1,092","","116","CBPR01"
"12012172","S","04/27/2012","RESI","7602 Alicia Ave","Maplewood","St Louis","241","43","$125,000","2","2 (2 0)","925","0.1160","87","WBRS01"
"12010835","S","04/11/2012","RESI","7610 Jerome Ave","Maplewood","Maplewood","241","35","$125,000","2","1 (1 0)","872","0.1700","93","JONM01"
"11058086","S","05/24/2012","RESI","7720 Folk Ave","Maplewood","Maplewood","241","165","$128,500","2","1 (1 0)","1,200","0.1610","69","MCFE01"
"80069746","S","04/20/2012","RESI","7238 Moller Ave","Maplewood","St Louis","241","1,168","$131,000","3","2 (1 1)","1,754","0.2000","113","RCON01"
"12019259","S","05/23/2012","RESI","2207 Blendon","Maplewood","St Louis","241","16","$134,500","3","1 (1 0)","925","0.0900","116","RMXR02"
"12006340","S","05/10/2012","RESI","7540 Lindbergh","Richmond Heights","Richmond Heights","241","55","$135,500","2","1 (1 0)","","","","SUMM"
"12016224","S","05/11/2012","RESI","7424 Wise Ave","Richmond Heights","Richmond Heights","241","28","$141,000","2","1 (1 0)","900","0.1400","93","CBG 11"
"12028070","S","06/28/2012","RESI","7545 Woodland Ave","Maplewood","St Louis","241","27","$145,000","2","2 (1 1)","1,594","0.1600","106","RMXR01"
"11047870","S","04/02/2012","RESI","7311 Flora Ave","Maplewood","Maplewood","241","179","$148,000","3","1 (1 0)","1,582","0.1500","85","SUMM"
"12007837","S","05/20/2012","RESI","1121 Ralph Terr","Richmond Heights","Richmond Heights","241","57","$150,000","2","1 (1 0)","1,127","0.1100","92","CBPR01"
"12025854","S","06/11/2012","RESI","2227 Yale Ave","Maplewood","St Louis","241","24","$155,000","3","2 (2 0)","1,385","0.1400","101","HOMR01"
"12024059","S","06/08/2012","RESI","1736 Beulah Place","Richmond Heights","Richmond Heights","241","19","$160,000","2","1 (1 0)","1,058","0.1800","77","DIEL01"
"12023104","S","05/30/2012","RESI","1418 Bredell Ave","Richmond Heights","Richmond Heights","241","13","$164,250","2","1 (1 0)","1,218","0.1200","91","DIEL01"
"12004564","S","04/12/2012","RESI","1501 Claytonia Terr","Richmond Heights","Richmond Heights","241","58","$164,750","2","1 (1 0)","988","0.1500","77","PRUA02"
"11048260","S","05/18/2012","RESI","7541 Wise Ave","Richmond Heights","St Louis","241","145","$168,500","3","2 (2 0)","1,529","0.1660","80","RNST01"
"11010768","S","06/22/2012","RESI","7336 Arlington Dr","Richmond Heights","Richmond Heights","241","431","$195,787","3","2 (2 0)","1,600","0.2200","95","MADA01"
"12005885","S","06/15/2012","RESI","7416 Wise Ave","Richmond Heights","St Louis","241","103","$196,000","4","2 (2 0)","1,696","","105","PSRC01"
"12009594","S","05/11/2012","RESI","7560 West Bruno Ave","Maplewood","St Louis","241","51","$213,000","4","2 (2 0)","1,784","","78","PRUA02"
"12006568","S","05/31/2012","RESI","7611 Lindbergh Dr","Richmond Heights","Richmond Heights","241","57","$215,000","3","2 (2 0)","1,426","0.1950","85","PRUA05"
"12004428","S","05/23/2012","RESI","7239 Bruno Ave","Maplewood","St Louis","241","62","$215,000","3","3 (2 1)","1,498","0.1060","12","1CRE"
"12023713","S","06/14/2012","RESI","7418 Rupert Ave","Richmond Heights","Richmond Heights","241","13","$218,000","3","2 (1 1)","","0.1240","76","MADA01"
"11021643","S","05/18/2012","RESI","3405 Cambridge","Maplewood","Maplewood","241","363","$219,000","3","4 (3 1)","1,920","0.7000","0","MORE01"
"10020143","S","06/14/2012","RESI","3417 Cambridge","Maplewood","Maplewood","241","789","$219,000","3","3 (2 1)","1,942","0.0900","0","MORE01"
