"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"18035778","S","07/03/2018","RESI","8619 South Laclede Station","Unincorporated","St Louis","316","4","$250,000","3","2 (2 0)","1,441","0.4280","68","MADA01"
"18033837","S","07/16/2018","RESI","2640 Laclede Station Rd","Maplewood","St Louis","241","5","$249,900","2","2 (2 0)","1,431","0.1840","95","MADA01"
"18036428","S","07/31/2018","RESI","8856 South Laclede Station Rd","Unincorporated","Unincorporated","271","29","$257,000","4","3 (3 0)","2,314","0.1900","48","SNRE"
"18049653","S","08/02/2018","RESI","98 South Laclede Station Rd","Shrewsbury","St Louis","256","13","$162,400","2","1 (1 0)","1,124","0.2070","98","MAGN01"
"18055302","S","08/10/2018","RESI","65 South Laclede Station","Webster Groves","Webster Groves","256","5","$176,000","3","2 (2 0)","1,425","0.1420","67","PLAT01"
"18038715","S","09/19/2018","RESI","708 North Laclede Station Rd","Webster Groves","Webster Groves","256","86","$127,500","2","1 (1 0)","1,111","0.2210","67","KWSW01"
"18060390","S","09/24/2018","RESI","411 South Laclede Station","Webster Groves","Webster Groves","256","118","$145,000","2","1 (1 0)","840","0.1670","76","BHAD02"
"16074869","S","09/28/2018","RESI","315 North Laclede Station Rd","Webster Groves","St Louis","256","196","$134,500","2","2 (1 1)","","0.2460","67","BHSP04"
"18060566","S","09/20/2018","RESI","14370 Ladue","Chesterfield","Chesterfield","167","12","$407,500","4","3 (3 0)","2,177","0.5100","50","RMXS01"
"18031265","S","09/17/2018","RESI","11 Ladue Crest","Ladue","Ladue","151","80","$500,000","3","3 (3 0)","2,175","0.8490","64","RMXR01"
"18030167","S","08/28/2018","RESI","2 Ladue Estates Dr","Creve Coeur","St Louis","151","83","$622,000","4","4 (3 1)","3,339","1.0390","60","RDKY02"
"18033218","S","07/03/2018","RESI","171 Laduemont Dr","Creve Coeur","St Louis","167","13","$635,000","4","4 (3 1)","2,932","0.8900","50","BHAL02"
"18026657","S","07/06/2018","RESI","280 North Lafayette St","Florissant","Florissant","64","50","$72,500","2","1 (1 0)","1,034","0.2220","67","BHAL02"
"18054680","S","08/27/2018","RESI","1205 South Lafayette St","Florissant","Florissant","64","8","$117,500","3","2 (2 0)","1,316","0.1900","65","ALXD01"
"18044498","S","09/13/2018","RESI","1005 North Lafayette St","Florissant","Florissant","64","9","$51,500","2","1 (1 0)","1,143","0.2230","71","BKOR01"
"18044348","S","08/15/2018","RESI","17146 Lafayette Trails","Wildwood","Glencoe","347","25","$470,000","4","5 (4 1)","2,914","0.2600","22","RMXR01"
"18031876","S","07/17/2018","RESI","7830 Lafon Place","University City","University City","136","23","$596,500","4","4 (2 2)","2,328","0.1390","79","DIEL01"
"18052207","S","08/20/2018","RESI","326 Lagro Ave","Unincorporated","St Louis","301","21","$99,900","2","2 (2 0)","1,523","0.1680","90","MADA01"
"18066912","S","09/14/2018","RESI","3230 Lake Ave","Bridgeton","Bridgeton","76","0","$180,000","3","3 (2 1)","1,160","0.2290","51","EXRP01"
"18024492","S","07/13/2018","RESI","106 Lake Forest Dr","Richmond Heights","Richmond Heights","226","48","$1,250,000","5","6 (4 2)","4,830","0.3330","82","DIEL01"
"18045690","S","07/31/2018","RESI","28 Lake Pembroke Dr","Ferguson","St Louis","63","9","$105,000","3","2 (2 0)","1,554","0.3800","67","TDRS01"
"18057254","S","09/10/2018","RESI","14353 Lake Tahoe Dr","Chesterfield","Chesterfield","167","6","$345,000","5","4 (2 2)","2,410","0.2070","41","CBG 11"
"18055722","S","08/22/2018","RESI","9808 Lakeford Lane","Unincorporated","St Louis","271","5","$171,250","2","2 (1 1)","1,036","0.1750","59","MADA01"
"18065886","S","09/27/2018","RESI","1601 lakemoor Dr","Dellwood","Dellwood","31","5","$49,000","3","2 (2 0)","912","0.2310","","EXSL01"
"18066729","S","09/26/2018","RESI","6985 Lakeside Hills","Unincorporated","Florissant","47","10","$180,900","5","3 (2 1)","2,247","0.2820","50","HYBR01"
"18028985","S","07/25/2018","RESI","14625 Laketrails","Chesterfield","Chesterfield","167","46","$350,000","4","3 (2 1)","2,726","0.4270","49","STRA01"
"18042326","S","08/06/2018","RESI","14621 Laketrails Ct","Chesterfield","Chesterfield","167","9","$346,000","4","4 (2 2)","2,240","0.4320","51","DIEL01"
"18057497","S","09/04/2018","RESI","14611 Laketrails Ct","Chesterfield","Chesterfield","167","4","$375,500","4","3 (2 1)","2,527","0.4130","30","RMXR01"
"18061695","S","09/20/2018","RESI","14637 Laketrails Ct","Chesterfield","Chesterfield","167","6","$291,000","4","3 (3 0)","1,414","0.2510","49","BHAL05"
"18051904","S","08/16/2018","RESI","5026 Lakewood Ave","Unincorporated","St Louis","286","19","$60,000","2","1 (1 0)","1,183","0.1450","69","CBG 32"
"18050987","S","08/15/2018","RESI","427 Lambeth","Unincorporated","St Louis","301","5","$140,000","3","2 (1 1)","992","0.1650","55","WCLK01"
"18006349","S","07/05/2018","RESI","15205 Lamella Ct","Chesterfield","Chesterfield","167","124","$590,000","4","4 (3 1)","3,934","0.2700","18","BHSP09"
"18046054","S","07/30/2018","RESI","774 Lamplight","Hazelwood","Hazelwood","48","18","$146,000","3","2 (2 0)","1,796","0.2430","54","BHSP09"
"18057188","S","08/31/2018","RESI","715 Lamplight","Hazelwood","Hazelwood","48","7","$135,000","3","2 (2 0)","1,053","0.1780","52","REMV01"
"18040517","S","08/01/2018","RESI","3327 Lan Dr","Unincorporated","St Louis","331","22","$145,000","3","2 (2 0)","1,313","0.1650","57","LAUP01"
"18049248","S","08/16/2018","RESI","3715 Lan Dr","Unincorporated","St Louis","331","0","$160,000","2","2 (2 0)","1,332","0.1760","56","EQTY04"
"18065034","S","09/13/2018","RESI","3744 Lan","Unincorporated","St Louis","331","9","$170,000","3","2 (2 0)","1,332","0.1820","56","RLXG01"
"18036955","S","07/09/2018","RESI","314 Lancashire","Unincorporated","St Louis","31","13","$32,750","3","1 (1 0)","998","0.1450","67","CBG 06"
"18048172","S","08/02/2018","RESI","13427 Land O Woods","Chesterfield","St Louis","167","1","$145,000","2","2 (1 1)","1,288","0.0900","49","KWRW01"
"18067666","S","09/10/2018","RESI","1323 Lang","Ferguson","St Louis","63","0","$44,000","3","2 (2 0)","1,210","0.2400","62","LBTR01"
"18048333","S","07/25/2018","RESI","10621 Langford Dr","Unincorporated","St Louis","46","3","$83,900","4","2 (2 0)","1,614","0.1930","54","RRSC01"
"18056741","S","08/01/2018","RESI","5424 Langsworth Dr","Unincorporated","St Louis","332","2","$207,000","3","3 (3 0)","1,626","0.2070","45","RLGR01"
"18049509","S","08/17/2018","RESI","630 Langton Dr","Clayton","Clayton","226","3","$455,000","4","3 (2 1)","1,450","0.1840","63","BHAL02"
"18078930","S","09/28/2018","RESI","717 Langton","Clayton","St Louis","226","0","$425,000","3","2 (2 0)","1,818","0.3600","65","RMXR01"
"18050507","S","09/17/2018","RESI","9901 Lanier","Moline Acres","St Louis","31","62","$21,500","3","2 (2 0)","1,150","0.1730","64","USRL01"
"18069261","S","09/28/2018","RESI","7316 Lansdowne Ave","Shrewsbury","St Louis","256","4","$217,500","3","2 (2 0)","1,217","0.1650","42","KWSW01"
"18050604","S","08/08/2018","RESI","39 Lansing Ave","Maryland Heights","Maryland Heights","76","13","$195,000","3","3 (3 0)","1,318","0.1700","27","CBG 31"
"18033620","S","08/10/2018","RESI","166 Lansing Ave","Maryland Heights","Maryland Heights","76","40","$97,000","3","2 (2 0)","2,142","0.4040","67","DNMR01"
