"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"16071738","S","01/12/2017","RESI","1498 1498 Heritage Valley Dr","Unincorporated","Unincorporated","349","0","$424,091","4","3 (2 1)","3,456","0.2000","","AMRH01"
"17008441","S","03/31/2017","RESI","5225 3rd Ave","Unincorporated","Affton","286","4","$169,900","3","2 (2 0)","","0.1400","19","LIVL01"
"16033545","S","02/03/2017","RESI","2113 67th","Hillsdale","St Louis","106","238","$6,500","2","1 (1 0)","768","0.0840","92","AMRH01"
"16028126","S","01/26/2017","RESI","1533 79th St","University City","University City","136","219","$88,000","3","1 (1 0)","1,105","0.1440","66","ADVT01"
"16065610","S","01/31/2017","RESI","959 Abbeville Dr","University City","St Louis","136","86","$285,000","6","4 (3 1)","1,969","0.2200","65","KWRW01"
"16078307","S","03/07/2017","RESI","34 Aberdeen Place","Clayton","Clayton","226","62","$875,000","4","4 (3 1)","3,459","0.1800","100","MANN01"
"16061769","S","03/07/2017","RESI","818 Abston Ave","Ferguson","St Louis","65","167","$12,400","2","1 (1 0)","832","0.1490","77","AREE01"
"17001692","S","03/03/2017","RESI","16013 Acorn Valley","Unincorporated","Ballwin","348","0","$405,000","5","4 (3 1)","2,486","0.2600","22","CBG 15"
"17011703","S","03/15/2017","RESI","9401 Acosta Dr","Bellefontaine Neighbors","St Louis","31","5","$14,000","2","1 (1 0)","982","0.1880","68","FOWL01"
"17000391","S","02/10/2017","RESI","945 Active","Unincorporated","St Louis","166","24","$121,500","3","2 (2 0)","1,092","0.2320","58","ATRM01"
"16070213","S","02/14/2017","RESI","2507 Ada Ave","Jennings","St Louis","16","97","$15,000","2","2 (1 1)","1,040","0.4170","80","DPEV01"
"16082004","S","02/23/2017","RESI","646 East Adams Ave","Kirkwood","St Louis","196","3","$285,900","3","2 (2 0)","1,600","0.1520","88","CIRR01"
"16085297","S","03/29/2017","RESI","8244 Addington","Berkeley","St Louis","63","55","$74,500","3","1 (1 0)","1,276","0.2160","60","MASG01"
"17005440","S","02/28/2017","RESI","1220 Addison","Bellefontaine Neighbors","St Louis","31","6","$26,200","3","2 (2 0)","1,136","0.1520","64","MCVY01"
"16072320","S","02/03/2017","RESI","9468 Adler Ave","Bellefontaine Neighbors","Bellefontaine Nghbrs","31","73","$49,900","4","2 (2 0)","","0.1650","","REED"
"16019701","S","01/30/2017","RESI","275 Afshari Dr","Unincorporated","Florissant","47","70","$250,000","4","4 (3 1)","5,364","5.7000","49","RMXR04"
"16031349","S","01/20/2017","RESI","7366 Ahern Ave","University City","University City","136","124","$257,500","3","3 (2 1)","1,664","0.1500","8","CBG 24"
"16059462","S","02/01/2017","RESI","7439 Ahern Ct","University City","St Louis","136","136","$73,449","2","2 (2 0)","","0.2900","64","OWNC01"
"17000320","S","02/23/2017","RESI","7338 Ahern Ave","University City","St Louis","136","102","$245,000","3","3 (2 1)","1,518","0.0880","82","CBG 11"
"16079389","S","02/17/2017","RESI","3410 Airway Ave","Breckenridge Hills","St Louis","91","70","$20,000","2","1 (1 0)","848","0.1850","92","NICL01"
"17011245","S","03/24/2017","RESI","3205 AIRWAY Ave","Breckenridge Hills","Breckenridge Hills","91","16","$36,551","4","2 (2 0)","1,132","0.2000","73","RLXG01"
"16084164","S","02/16/2017","RESI","2118 Alameda Ave","Maplewood","Maplewood","241","4","$145,000","2","1 (1 0)","942","","95","CIRR01"
"17004529","S","03/16/2017","RESI","11086 Alan Shepard Dr","Maryland Heights","Maryland Heights","76","18","$125,000","3","1 (1 0)","960","0.1720","56","CBG 05"
"16082740","S","02/02/2017","RESI","920 Albany Ct","Webster Groves","Webster Groves","256","6","$515,000","4","3 (2 1)","2,454","0.1800","4","MCAR01"
"16053434","S","03/15/2017","RESI","6917 Alberici Ave","Northwoods","St Louis","106","221","$16,000","2","1 (1 0)","1,274","0.0840","79","ALXD01"
"16069925","S","01/19/2017","RESI","875 Albert Ave","Glendale","St Louis","196","159","$575,000","4","3 (2 1)","3,288","0.2510","12","CBPR01"
"16077194","S","02/07/2017","RESI","836 Albert Ave","Glendale","St Louis","196","42","$200,000","2","2 (2 0)","","0.2170","70","KWSW01"
"17000312","S","02/10/2017","RESI","10212 Albury Ct","Unincorporated","St Louis","316","3","$411,375","4","3 (2 1)","2,640","0.2160","6","KWSW01"
"16080036","S","02/27/2017","RESI","6731 Alder Ave","Berkeley","St Louis","64","70","$19,109","3","2 (2 0)","","0.1790","60","OWNC01"
"17017440","S","01/18/2017","RESI","6 Algonquin Estates","Glendale","St Louis","196","0","$395,000","3","3 (3 0)","","0.7300","68","RDKY02"
"17007747","S","03/30/2017","RESI","6771 Aliceton Ave","Unincorporated","St Louis","271","3","$146,000","2","2 (1 1)","1,015","0.1780","80","WBRS01"
"17009526","S","03/22/2017","RESI","7621 Alicia Ave","Maplewood","St Louis","241","4","$172,000","2","1 (1 0)","","0.1600","69","GRCA01"
"17010641","S","03/24/2017","RESI","7552 Alicia Ave","Maplewood","Maplewood","241","2","$136,732","2","1 (1 0)","948","0.2030","78","SLRE02"
"16084820","S","02/24/2017","RESI","628 Allen Ave","Unincorporated","St Louis","331","43","$109,000","2","2 (2 0)","842","0.1100","90","PSRC01"
"16075603","S","02/10/2017","RESI","322 Alsobrook","Kirkwood","St Louis","196","81","$51,000","3","1 (1 0)","884","0.1100","30","RLXG01"
"16063148","S","01/05/2017","RESI","14 Alswell Pointe","Sunset Hills","St Louis","316","181","$590,000","5","6 (3 3)","3,911","1.0000","28","PRRS01"
"17009598","S","03/31/2017","RESI","306 Altus Place","Kirkwood","St Louis","196","0","$385,000","3","2 (1 1)","","0.3670","82","MADA01"
"16083721","S","03/28/2017","RESI","1804 Alvarado","Fenton","Fenton","349","60","$264,000","4","3 (3 0)","1,496","0.2500","32","CBG 49"
"17018147","S","03/28/2017","RESI","671 Amber Jack Dr","Ballwin","Ballwin","348","0","$275,000","4","3 (3 0)","1,778","0.2930","45","CBG 11"
"16060880","S","01/27/2017","RESI","3655 Amblewood Dr","Florissant","Florissant","64","118","$119,900","4","2 (2 0)","1,722","0.3200","51","RXGT01"
"16060210","S","01/23/2017","RESI","3485 Amblewood Dr","Florissant","Florissant","64","56","$121,000","4","3 (3 0)","1,722","0.3380","52","WBEL01"
"16084419","S","01/18/2017","RESI","11321 Amboy Lane","Unincorporated","St Louis","46","8","$111,500","3","3 (3 0)","1,182","0.1720","49","AMCN01"
"16064454","S","01/09/2017","RESI","5010 Ambs Rd","Unincorporated","St Louis","331","33","$250,000","3","3 (3 0)","1,792","0.6400","57","BHAL14"
