"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"18071080","S","01/08/2019","RESI","1175 5th Plaza","Florissant","Florissant","47","38","$92,500","3","2 (2 0)","1,109","0.1920","54","CBG 06"
"18069360","S","03/01/2019","RESI","905 905 Old Nicholas Ct","Unincorporated","Fenton","349","0","$579,884","4","3 (2 1)","3,118","","","AMRH01"
"19010078","S","03/27/2019","RESI","4137 90th Ave","Unincorporated","Florissant","47","4","$162,500","3","3 (2 1)","1,178","0.1910","40","SNRE"
"18088970","S","03/27/2019","RESI","15635 92nd Ave","Unincorporated","Florissant","47","123","$82,000","3","2 (2 0)","1,178","0.1850","39","BLKY01"
"18084018","S","02/27/2019","RESI","6341 Abbott Dr","Berkeley","St Louis","63","15","$13,000","2","1 (1 0)","792","0.1400","68","BBND01"
"18018109","S","02/12/2019","RESI","71 Aberdeen Place","Clayton","Clayton","226","128","$623,500","3","4 (3 1)","2,449","0.2500","97","DIEL01"
"18087561","S","01/15/2019","RESI","1931 Acorn Trail","Hazelwood","Florissant","48","12","$170,000","3","3 (2 1)","1,854","0.2000","40","WCLK01"
"19017631","S","03/19/2019","RESI","10905 Acton Dr","Green Park","St Louis","316","0","$195,000","3","2 (2 0)","888","0.1680","58","WCLK01"
"19007513","S","03/22/2019","RESI","660 East Adams Ave","Kirkwood","Kirkwood","196","4","$336,200","3","2 (2 0)","1,528","0.1327","80","MCFE01"
"18089182","S","01/22/2019","RESI","3544 Adie Rd","St. Ann","St Ann","76","34","$49,000","3","1 (1 0)","1,040","0.1680","60","PERB01"
"18087306","S","03/05/2019","RESI","1235 Admiral Dr","Bellefontaine Neighbors","St Louis","31","132","$32,960","2","1 (1 0)","850","0.1980","66","BHSP01"
"19007902","S","03/13/2019","RESI","3763 Affirmed","Unincorporated","Florissant","47","19","$195,000","4","3 (3 0)","1,980","0.2300","26","CMBL01"
"18089819","S","02/11/2019","RESI","9861 Affton Place","Unincorporated","St Louis","271","51","$293,000","4","3 (3 0)","2,207","0.2250","78","CRIR01"
"18077430","S","03/15/2019","RESI","14909 Afshari","Unincorporated","Florissant","47","123","$250,000","4","2 (2 0)","2,400","3.0000","41","KWSW01"
"18094260","S","01/31/2019","RESI","745 Agean Way","Ballwin","Ballwin","168","7","$322,000","3","2 (2 0)","1,716","0.2580","50","RDKY03"
"18074794","S","01/07/2019","RESI","7541 Ahern Ave","University City","St Louis","136","75","$126,500","2","1 (1 0)","962","0.1400","","DRSC01"
"18042199","S","03/26/2019","RESI","7809 Ahern Ave","University City","St Louis","136","151","$58,000","2","1 (1 0)","1,080","0.1150","69","CBG 11"
"18065818","S","01/04/2019","RESI","17618 Ailanthus Dr","Wildwood","Wildwood","347","128","$585,000","4","5 (3 2)","3,306","0.7300","24","CBG 11"
"18084462","S","02/20/2019","RESI","1485 Aintree Dr","Florissant","Florissant","64","82","$138,500","3","2 (2 0)","1,352","0.2010","59","GRSM01"
"18095642","S","02/08/2019","RESI","8106 Airport Rd","Berkeley","St Louis","63","11","$30,000","3","1 (1 0)","1,058","0.1420","69","BKOR01"
"18054978","S","03/26/2019","RESI","8134 Airport Rd","Berkeley","St Louis","63","202","$6,500","2","1 (1 0)","954","0.1600","69","GLDR01"
"19000341","S","03/29/2019","RESI","3310 Airway Ave","Breckenridge Hills","St Louis","91","62","$155,500","3","3 (3 0)","1,626","0.1850","91","STLB01"
"18094034","S","03/20/2019","RESI","6917 Alberici Ave","Northwoods","St Louis","106","79","$68,500","2","1 (1 0)","1,274","0.0840","80","CBG 05"
"19000696","S","03/22/2019","RESI","3825 Albers Pointe Dr","Unincorporated","Florissant","47","54","$234,500","4","2 (2 0)","1,878","0.5320","9","BHAL08"
"18092562","S","03/12/2019","RESI","245 Albert Dr","Florissant","Florissant","48","105","$125,000","4","3 (2 1)","1,110","0.1760","54","CSRE01"
"18075598","S","01/24/2019","RESI","926 Albey Lane","University City","University City","136","16","$315,000","3","3 (3 0)","1,995","","69","CBG 24"
"18088263","S","01/25/2019","RESI","9 Alden Lane","Creve Coeur","St Louis","151","114","$450,000","3","3 (2 1)","2,543","1.0580","67","RDKY02"
"18089539","S","02/07/2019","RESI","8475 Alder Ave","Berkeley","St Louis","63","39","$26,000","3","2 (1 1)","1,176","0.1990","63","CHRE01"
"19000920","S","03/08/2019","RESI","8422 Alder Ave","Berkeley","St Louis","63","46","$19,000","3","2 (1 1)","1,306","0.1820","61","VYLL01"
"18091995","S","01/11/2019","RESI","4372 Alderwood Dr","Black Jack","Florissant","47","13","$167,000","3","3 (3 0)","1,428","0.2360","48","CHAR01"
"19003951","S","02/19/2019","RESI","886 Alexandra Ave","Glendale","St Louis","196","5","$345,000","3","2 (2 0)","1,691","0.1720","78","MADA01"
"18038140","S","01/30/2019","RESI","8043 Aline Ave","Berkeley","St Louis","63","233","$7,000","2","1 (1 0)","840","0.1380","70","REOX01"
"18092563","S","01/07/2019","RESI","2320 Allen","Florissant","Florissant","64","4","$124,900","3","2 (2 0)","1,197","0.1810","61","OWAI01"
"19001080","S","03/11/2019","RESI","13 East Allison Ave","Webster Groves","St Louis","256","19","$125,000","3","3 (2 1)","1,163","0.4600","20","BKOR01"
"19009989","S","03/25/2019","RESI","11 East Allison Ave","Webster Groves","St Louis","256","5","$90,000","2","1 (1 0)","1,152","0.3700","72","KWRP01"
"18065755","S","01/10/2019","RESI","410 Alma Ave","Webster Groves","St Louis","256","105","$220,000","3","2 (1 1)","1,514","0.1470","110","MADA01"
"18087114","S","02/20/2019","RESI","21 Almeda","Ferguson","Ferguson","63","134","$174,000","4","2 (1 1)","2,160","0.2790","109","RLTY24"
"19000876","S","03/01/2019","RESI","972 Altavia Dr","Hazelwood","Hazelwood","48","25","$115,000","3","1 (1 0)","1,040","0.1740","56","REGO07"
"18079732","S","03/04/2019","RESI","951 ALTAVIA Dr","Hazelwood","Hazelwood","48","120","$82,500","3","1 (1 0)","1,040","0.1700","57","RMST02"
"18048073","S","01/02/2019","RESI","414 Alverston Ct","Ballwin","Ballwin","348","132","$340,000","4","4 (3 1)","2,194","0.1750","30","CBG 12"
"18090072","S","01/31/2019","RESI","552 Ambergate Dr","Webster Groves","St Louis","256","45","$173,000","2","2 (2 0)","1,010","0.2250","71","MADA01"
"18087234","S","02/14/2019","RESI","9872 Amberley Dr","Crestwood","Crestwood","316","43","$278,000","3","3 (2 1)","1,667","0.3285","59","MADA01"
"18091527","S","02/19/2019","RESI","745 Ambois","Creve Coeur","St Louis","166","43","$368,000","5","4 (3 1)","2,118","0.2700","55","KWSW01"
"18095360","S","01/24/2019","RESI","4940 Ambs","Unincorporated","St Louis","331","10","$145,000","3","4 (3 1)","1,352","0.2150","51","RMXR04"
"19001970","S","03/21/2019","RESI","12007 Ameling Rd","Maryland Heights","Maryland Heights","76","25","$165,000","3","3 (3 0)","1,150","0.1780","42","CRIR01"
"18090522","S","01/22/2019","RESI","2445 Amesbury","Moline Acres","St Louis","31","35","$71,450","3","3 (1 2)","1,462","0.3070","63","CBG 03"
"19010047","S","03/28/2019","RESI","7801 Anawood Dr","Unincorporated","Unincorporated","271","4","$181,500","3","2 (1 1)","1,134","0.2390","61","JJNR01"
"19005058","S","01/24/2019","RESI","1601 Andrew Dr","Warson Woods","St Louis","256","0","$470,000","2","2 (1 1)","2,095","0.1840","80","MADA01"
"18069628","S","03/15/2019","RESI","743 Andrew Ryan Lane","Manchester","Manchester","169","0","$604,696","4","4 (3 1)","2,376","","","AMRH01"
"18020152","S","01/28/2019","RESI","523 Andrews","Kirkwood","St Louis","196","293","$565,000","5","4 (3 1)","2,360","","","LZRE01"
"18094727","S","03/05/2019","RESI","477 Clemens Ave","Kirkwood","St Louis","196","81","$378,000","4","3 (2 1)","1,870","0.1710","91","WCLK01"
"18088267","S","02/14/2019","RESI","930 Cleta Dr","Ballwin","Ballwin","169","43","$250,500","4","3 (2 1)","1,851","0.1900","28","BHAL02"
"19009185","S","03/29/2019","RESI","7812 Clevedon St","Unincorporated","St Louis","286","1","$107,500","1","1 (1 0)","859","0.1500","78","WREN02"
"18062630","S","02/06/2019","RESI","651 Cleveland Ave","Kirkwood","Kirkwood","196","96","$335,000","4","3 (2 1)","2,360","0.1700","92","RDKY02"
"18092057","S","02/11/2019","RESI","6 Cliff Dr","Unincorporated","St Louis","331","40","$214,900","3","3 (2 1)","1,676","0.2100","15","KWSW01"
"18088738","S","02/04/2019","RESI","2639 Cliffwood Trail","Unincorporated","St Louis","332","49","$194,000","3","3 (2 1)","1,326","0.2300","50","HOMR01"
"19007197","S","03/15/2019","RESI","423 East Clinton Place","Kirkwood","St Louis","196","0","$148,000","2","1 (1 0)","850","0.2300","69","MORE01"
"18087640","S","03/13/2019","RESI","810 Clintwoode Ct","Unincorporated","Ballwin","169","201","$325,000","4","4 (3 1)","2,326","0.1850","40","KWRC01"
