"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"11046440","S","12/23/2011","RESI","2151 Rosebud Ave","Hillsdale","St Louis","5","77","$3,001","2","1 (1 0)","1,026","0.1150","80","CFNS01"
"11054528","S","12/16/2011","RESI","7203 Normandy","Normandy","St Louis","5","85","$14,900","4","1 (1 0)","1,652","0.1530","91","STRR01"
"11037709","S","10/10/2011","RESI","5714 Jennings Station Rd","Flordell Hills","Flordell Hills","16","30","$1,000","2","1 (1 0)","758","0.1290","93","HRLG01"
"11044333","S","12/12/2011","RESI","7351 Jenwood Ave","Jennings","Jennings","16","82","$3,500","1","1 (1 0)","672","0.1500","76","CBG 06"
"11038509","S","10/14/2011","RESI","5412 Hodiamont Ave","Jennings","St Louis","16","62","$3,600","2","1 (1 0)","884","0.2200","118","PRPT01"
"11048252","S","12/28/2011","RESI","5654 Hamilton Ave","Jennings","St Louis","16","70","$5,000","2","1 (1 0)","768","0.2200","98","CBG 05"
"11036212","S","11/04/2011","RESI","7226 Harney Ave","Jennings","St Louis","16","93","$5,500","3","1 (1 0)","1,094","0.1460","91","RNST01"
"11017383","S","12/14/2011","RESI","5409 Fletcher St","Jennings","St Louis","16","100","$6,800","2","1 (1 0)","1,134","0.1150","78","BRKO"
"11050178","S","11/01/2011","RESI","6 Simmons Dr","Jennings","Jennings","16","6","$7,600","2","1 (1 0)","900","0.1700","65","BRKO"
"10036358","S","12/19/2011","RESI","2829 Glade Ave","Jennings","Jennings","16","536","$8,000","3","1 (1 0)","864","0.2300","60","SHAW"
"11049307","S","11/18/2011","RESI","8328 Osborn Dr","Jennings","St Louis","16","24","$8,600","2","1 (1 0)","720","0.1430","77","PRPT01"
"11044539","S","11/28/2011","RESI","7330 Calvin Ave","Jennings","St Louis","16","68","$9,000","2","1 (1 0)","936","0.2500","58","CFNS01"
"10058979","S","10/04/2011","RESI","5718 Lucas And Hunt Rd","Country Club Hills","St Louis","16","95","$9,000","3","2 (1 1)","948","0.2630","77","REOX01"
"11052003","S","12/13/2011","RESI","1961 Park Lane","Jennings","St Louis","16","12","$10,000","2","1 (1 0)","825","0.1800","71","RLXG01"
"11042463","S","12/23/2011","RESI","8726 Granada","Jennings","St Louis","16","36","$10,222","2","1 (1 0)","600","0.1530","54","RLXG01"
"11043192","S","10/13/2011","RESI","5709 Ramsey Dr","Flordell Hills","Flordell Hills","16","20","$10,626","2","1 (1 0)","888","0.1150","78","FOWL01"
"11046357","S","11/22/2011","RESI","2311 Mclaran Ave","Jennings","Jennings","16","35","$11,000","3","2 (1 1)","960","0.1440","50","FOWL01"
"11039374","S","12/09/2011","RESI","5738 Albia Terr","Jennings","St Louis","16","15","$11,000","2","1 (1 0)","1,363","0.1400","69","DPEV01"
"11039057","S","10/11/2011","RESI","7013 Dawson","Jennings","St Louis","16","13","$11,000","3","1 (1 0)","1,150","0.1210","76","REOX01"
"11047872","S","10/21/2011","RESI","2536 High Ridge Ave","Jennings","Jennings","16","144","$11,500","2","1 (1 0)","1,164","0.2500","69","CBG 06"
"11046793","S","10/25/2011","RESI","1925 Park Lane Ct","Jennings","Jennings","16","14","$12,000","2","1 (1 0)","825","0.1900","71","FOWL01"
"11040156","S","10/26/2011","RESI","3012 Meadowlark Ave","Jennings","St Louis","16","76","$12,000","3","1 (1 0)","912","0.1590","62","FOWL01"
"11040026","S","12/13/2011","RESI","7027 Dawson","Jennings","Jennings","16","118","$12,000","2","1 (1 0)","1,134","0.1390","70","HRLG01"
"11050451","S","11/22/2011","RESI","2312 Mclaran Ave","Jennings","Jennings","16","25","$12,351","3","1 (1 0)","984","0.1560","56","CBG 06"
"11044354","S","12/16/2011","RESI","9019 Ellison Dr","Jennings","St Louis","16","30","$13,500","2","2 (2 0)","840","0.1540","61","RMXP01"
"11052243","S","12/09/2011","RESI","5614 Lucas And Hunt Rd","Country Club Hills","Jennings","16","30","$14,000","2","1 (1 0)","975","0.1210","77","FOWL01"
"11036350","S","10/28/2011","RESI","7464 Esterbrook Dr","Country Club Hills","Country Club Hills","16","82","$14,000","2","1 (1 0)","792","0.1350","72","GHRE01"
"11049252","S","11/30/2011","RESI","5627 Gatesworth Ave","Country Club Hills","St Louis","16","54","$14,700","2","1 (1 0)","794","0.1090","77","HILB01"
"11030879","S","12/28/2011","RESI","1938 Hildred Ave","Jennings","Jennings","16","190","$15,000","2","1 (1 0)","792","0.1380","71","REGO03"
"11045288","S","11/21/2011","RESI","5513 Belridge Ct","Jennings","St Louis","16","32","$15,100","2","1 (1 0)","1,086","0.1100","76","CBG 05"
"11052407","S","12/09/2011","RESI","2320 Vanice Ave","Jennings","Jennings","16","18","$15,900","3","1 (1 0)","1,057","0.1450","65","WREO01"
"11052669","S","12/09/2011","RESI","3032 Meadowlark Ave","Jennings","St Louis","16","15","$16,000","3","1 (1 0)","960","0.2400","62","RXGT02"
"11047796","S","11/29/2011","RESI","2512 Shirley Ave","Jennings","Jennings","16","46","$16,000","2","1 (1 0)","884","0.1240","68","HRLG01"
"11045011","S","10/05/2011","RESI","9225 Shadydale Dr","Jennings","Jennings","16","5","$16,500","2","1 (1 0)","1,155","0.2120","63","REED"
"11027492","S","12/12/2011","RESI","7129 Seymour Dr","Flordell Hills","St Louis","16","153","$17,000","2","1 (1 0)","716","0.1220","79","CBG 12"
"11043874","S","10/21/2011","RESI","2565 Dorwood Dr","Unincorporated","St Louis","16","40","$18,000","3","2 (2 0)","1,166","0.1850","60","DPEV01"
"11048410","S","11/10/2011","RESI","2444 Hord Ave","Jennings","St Louis","16","20","$18,001","4","1 (1 0)","2,152","0.4880","78","HRSR01"
"11055591","S","12/23/2011","RESI","7226 Harney Ave","Jennings","Jennings","16","23","$18,500","3","1 (1 0)","1,092","0.1460","91","DPEV01"
"11043085","S","11/23/2011","RESI","8925 Lucerne Ct","Jennings","Jennings","16","82","$18,500","2","1 (1 0)","1,123","0.1200","78","RERR01"
"11039753","S","10/28/2011","RESI","7051 Idlewild Ave","Jennings","Jennings","16","54","$18,900","2","1 (1 0)","900","0.1390","76","CRPI01"
"11049885","S","12/23/2011","RESI","9113 Leamont Dr","Jennings","Jennings","16","34","$20,000","2","1 (1 0)","899","0.2020","63","ROUT01"
"11028898","S","11/22/2011","RESI","1936 Mclaran Ave","Jennings","Jennings","16","133","$23,000","3","2 (1 1)","1,389","0.1380","81","RMXR04"
"11008295","S","10/18/2011","RESI","5626 Leverette Ave","Country Club Hills","St Louis","16","187","$23,000","2","1 (1 0)","825","0.1210","77","CBG 09"
