"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"11051594","S","02/13/2012","RESI","1512 Honey Locust Ct","Wildwood","Chesterfield","347","256","$500,000","5","5 (4 1)","4,060","0.5600","24","MCAR03"
"11054108","S","01/30/2012","RESI","19216 Saint Albans Forest Lane","Wildwood","Wildwood","347","164","$515,000","4","3 (2 1)","3,472","3.4300","15","CBG 03"
"11054307","S","02/17/2012","RESI","1631 Wildhorse Parkway Dr","Wildwood","Chesterfield","347","55","$527,000","5","4 (3 1)","2,758","0.5000","23","CBG 11"
"12003281","S","03/15/2012","RESI","2630 Wynncrest Falls","Wildwood","Wildwood","347","257","$542,000","5","4 (3 1)","3,970","0.5800","12","CBG 32"
"11048208","S","03/07/2012","RESI","17702 Gardenview Place Ct","Wildwood","Wildwood","347","281","$560,000","6","5 (4 1)","3,532","0.7500","16","CBG 11"
"11056291","S","02/29/2012","RESI","1416 Haarman Oak Dr","Wildwood","Chesterfield","347","81","$610,000","5","6 (4 2)","3,475","0.7300","26","CHES01"
"11047652","S","02/15/2012","RESI","469 Pine Bend Dr","Wildwood","Chesterfield","347","68","$650,000","4","5 (3 2)","4,295","0.5480","20","CBG 32"
"12005728","S","03/30/2012","RESI","18558 Great Meadow ","Wildwood","Glencoe","347","61","$680,000","4","6 (4 2)","4,871","3.0000","16","AMRG01"
"11054177","S","01/31/2012","RESI","2652 Wynncrest Ridge Dr","Wildwood","Wildwood","347","37","$730,000","5","5 (4 1)","4,935","1.1400","15","PRUA05"
"11056067","S","03/16/2012","RESI","425 Pine Bend Dr","Wildwood","Chesterfield","347","65","$741,000","4","6 (4 2)","4,241","0.5400","20","CBG 32"
"11044845","S","03/30/2012","RESI","17708 Horse Creek Ct","Chesterfield","Chesterfield","347","63","$860,000","4","5 (3 2)","3,721","1.0000","21","PRUA05"
"10025341","S","01/09/2012","RESI","395 Larimore Valley Dr","Wildwood","Wildwood","347","596","$1,085,000","4","6 (4 2)","5,439","2.4390","19","PRUA05"
"11043273","S","02/03/2012","RESI","73 Grand Meridien","Wildwood","Wildwood","347","479","$1,150,000","4","7 (5 2)","4,498","3.2000","12","CBG 03"
"11023755","S","02/10/2012","RESI","917 New Ballwin Rd","Unincorporated","Ballwin","348","223","$35,500","2","1 (1 0)","1,024","0.5800","68","FNBG03"
"11056304","S","02/10/2012","RESI","236 East Skyline Dr","Ballwin","Ballwin","348","11","$78,000","2","1 (1 0)","1,350","0.4500","63","BRKO"
"12008748","S","03/23/2012","RESI","608 Lemonwood","Ballwin","Ballwin","348","6","$115,900","3","3 (2 1)","1,310","8163.0000","46","OWAI01"
"11026800","S","01/13/2012","RESI","559 Happy Ct","Ballwin","Ballwin","348","157","$120,000","3","2 (2 0)","1,533","0.4580","53","CBPR01"
"11051642","S","01/23/2012","RESI","217 Hillsdale Dr","Ballwin","Ballwin","348","91","$125,000","4","2 (2 0)","925","","64","SLEC09"
"12001490","S","03/08/2012","RESI","262 Cedar Village  Ct","Ballwin","Ballwin","348","62","$132,000","3","2 (2 0)","1,310","0.1870","44","RMXP01"
