"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"19008353","S","03/21/2019","RESI","532 Andrews Ave","Kirkwood","Kirkwood","196","37","$255,750","2","2 (1 1)","1,321","0.1680","109","MCFE01"
"18095358","S","01/30/2019","RESI","17108 Angelica Woods Lane","Wildwood","Wildwood","346","2","$480,000","3","4 (2 2)","3,514","3.0900","26","STRA01"
"19008809","S","03/28/2019","RESI","3660 Anita Lane","Unincorporated","St Louis","331","43","$137,400","2","1 (1 0)","928","","49","KWSW01"
"18080531","S","02/04/2019","RESI","1225 Ann Ave","Kirkwood","Kirkwood","196","92","$782,500","5","5 (4 1)","3,150","0.3670","1","INFN01"
"19000713","S","02/27/2019","RESI","2426 Annalee Ave","Brentwood","St Louis","211","7","$175,000","2","1 (1 0)","919","0.2300","83","BHAL02"
"18096000","S","02/22/2019","RESI","10819 Antrill","Green Park","St Louis","331","18","$154,000","3","2 (1 1)","1,149","","56","EXSL01"
"18023180","S","03/04/2019","RESI","1013 Appalachian Trail","Chesterfield","Chesterfield","167","182","$290,000","3","3 (2 1)","2,004","0.2180","45","MADA01"
"18084383","S","03/18/2019","RESI","1009 Appalachian Trail","Chesterfield","Chesterfield","167","99","$238,000","3","2 (2 0)","1,746","0.2970","45","CBG 11"
"18086773","S","02/27/2019","RESI","1524 Apple Way Ct","Unincorporated","Ballwin","169","69","$245,000","4","4 (2 2)","2,002","0.1800","33","BHAL14"
"19008831","S","03/29/2019","RESI","512 Aqua Ridge","Unincorporated","St Louis","331","2","$140,000","2","2 (1 1)","864","0.1750","59","REMV01"
"18089980","S","03/21/2019","RESI","2015 Aqueduct Dr","Florissant","Florissant","64","21","$114,500","3","2 (2 0)","1,356","0.2720","55","CBG 06"
"18089838","S","01/04/2019","RESI","1938 Arapahoe Basin Ct","Wildwood","Wildwood","347","3","$389,900","4","3 (2 1)","1,910","1.0900","40","BHAL05"
"18065510","S","01/04/2019","RESI","9515 Arban","Crestwood","St Louis","316","98","$150,000","3","2 (2 0)","940","0.1940","64","MLOB01"
"18093220","S","01/25/2019","RESI","9333 Arban Dr","Crestwood","St Louis","316","5","$176,500","2","1 (1 0)","940","0.1780","61","TMLR01"
"18089717","S","02/01/2019","RESI","9506 Arban Dr","Crestwood","St Louis","316","54","$218,000","3","2 (2 0)","1,688","0.1810","64","MORE01"
"18042178","S","03/22/2019","RESI","9313 Arban Dr","Crestwood","Crestwood","316","254","$146,000","2","2 (2 0)","940","0.1770","60","CBG 07"
"18044366","S","02/06/2019","RESI","1233 Arbor Bluff Circle","Ballwin","Ballwin","169","201","$359,000","4","3 (2 1)","2,660","0.1600","18","EXSL02"
"18090055","S","02/07/2019","RESI","203 Arbor Trails Dr","Unincorporated","Ballwin","169","20","$436,300","4","4 (3 1)","3,004","0.3270","17","MCFE01"
"18054801","S","03/12/2019","RESI","4921 Ardeth Ct","Unincorporated","St Louis","316","192","$258,000","4","3 (2 1)","1,601","0.4640","57","CBG 11"
"18084590","S","01/02/2019","RESI","17844 Argonne Estates","Unincorporated","Florissant","47","13","$385,000","4","5 (3 2)","5,100","1.0000","18","RLXG01"
"19004102","S","02/25/2019","RESI","3617 Argonne Forest Dr","Unincorporated","Florissant","47","7","$189,900","3","3 (3 0)","1,501","0.1860","41","RXGT01"
"19008465","S","03/19/2019","RESI","3736 Argonne Forest","Unincorporated","Florissant","47","7","$137,900","3","3 (3 0)","1,537","0.2270","44","CBG 12"
"19002668","S","01/30/2019","RESI","231 West Arlee Ave","Unincorporated","St Louis","301","3","$29,900","2","1 (1 0)","704","0.2100","94","BBND01"
"18093144","S","02/28/2019","RESI","235 East Arlee Ave","Unincorporated","St Louis","301","51","$117,000","3","1 (1 0)","1,187","0.2900","118","RMXR03"
"19008414","S","03/27/2019","RESI","9212 Arline Ave","Overland","St Louis","91","1","$119,100","3","2 (2 0)","980","0.2300","64","KWRC01"
"18095387","S","02/19/2019","RESI","1036 Armada Ct","Florissant","Florissant","48","9","$65,200","3","1 (1 0)","960","0.2830","51","MOCR01"
"19009666","S","03/29/2019","RESI","825 Arminda Ave","Kirkwood","St Louis","196","6","$204,075","2","2 (2 0)","812","0.1780","70","RMXN01"
"18092663","S","03/11/2019","RESI","11643 Arroyo Dr","Unincorporated","Florissant","47","61","$90,000","3","2 (2 0)","1,120","0.1720","50","CBG 06"
"18084492","S","02/13/2019","RESI","10421 Ashbrook Dr","Bellefontaine Neighbors","St Louis","31","83","$27,500","2","1 (1 0)","888","0.1650","66","FOWL01"
"18086046","S","02/28/2019","RESI","6619 Ashbury Dr","Unincorporated","St Louis","271","69","$133,625","3","1 (1 0)","959","0.2440","65","RLGR01"
