"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"13001948","S","08/19/2013","RESI","1939 Windmoor Place","Town And Country","Town and Country","196","220","$520,000","5","6 (5 1)","4,758","1.0250","40","CBG 04"
"13012053","S","08/08/2013","RESI","514 Edna Ave","Kirkwood","Kirkwood","196","126","$578,000","4","4 (3 1)","3,969","0.3000","11","SLEC04"
"13033042","S","07/31/2013","RESI","12386 Creekhaven","Des Peres","Des Peres","196","45","$586,000","5","5 (4 1)","2,951","0.7550","51","MCAR03"
"13022233","S","07/12/2013","RESI","1924 Windmoor Place","Town And Country","Town and Country","196","20","$589,000","4","4 (2 2)","3,052","1.0050","40","CBG 11"
"13010671","S","07/23/2013","RESI","12527 Ridgemoor Lake","Town And Country","Town and Country","196","89","$590,000","5","5 (4 1)","3,778","1.1880","38","REGO01"
"12064815","S","07/25/2013","RESI","740 Hawbrook Rd","Glendale","Glendale","196","177","$594,000","4","3 (2 1)","3,265","","70","PRUA02"
"13031867","S","08/06/2013","RESI","435 North Harrison Ave","Kirkwood","Kirkwood","196","18","$595,000","6","9 (3 6)","4,500","0.8680","111","SLEC04"
"13022468","S","07/01/2013","RESI","973 North Harrison Ave","Kirkwood","Kirkwood","196","23","$599,000","4","4 (2 2)","","0.1730","11","LIVL01"
"13029806","S","09/09/2013","RESI","915 Craig  Dr","Kirkwood","Kirkwood","196","88","$599,900","4","5 (4 1)","4,495","0.4500","22","RDKY02"
"13022231","S","09/12/2013","RESI","849 Stable Ridge","Kirkwood","Kirkwood","196","144","$599,900","4","3 (2 1)","3,330","0.3400","30","MCFE01"
"13029657","S","08/12/2013","RESI","336 East Gill Ave","Kirkwood","Kirkwood","196","29","$600,000","4","4 (3 1)","2,398","0.3900","78","PRAD02"
"13063892","S","07/25/2013","RESI","12318 Borcherding Lane","Des Peres","Des Peres","196","0","$605,000","4","4 (2 2)","3,132","0.7190","53","BLMB01"
"13027096","S","08/12/2013","RESI","319 West Woodbine Ave","Kirkwood","Kirkwood","196","12","$606,000","4","4 (3 1)","2,946","0.1700","13","CBG 15"
