"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"76645","S","10/01/2013","RESI","8967 Lindenhurst Dr","","Crestwood","","0","$224,000","3","2 (2 0)","1,515","0.2400","","REFS01"
"13056149","S","10/18/2013","RESI","2535 Avis St","Jennings","St Louis","16","91","$3,000","2","1 (1 0)","816","0.2410","58","OWAI01"
"13039915","S","11/26/2013","RESI","1926 Damato Ct","Jennings","St Louis","16","94","$6,000","2","1 (1 0)","1,000","0.1260","93","CBG 06"
"13059735","S","11/12/2013","RESI","5605 Hamilton Ave","Jennings","St Louis","16","0","$6,500","3","1 (1 0)","1,125","0.1470","65","PRPT01"
"13057775","S","10/22/2013","RESI","5237 Hodiamont Ave","Jennings","St Louis","16","0","$6,500","3","1 (1 0)","912","0.1470","63","PRPT01"
"13059709","S","12/23/2013","RESI","5829 Hodiamont Ave","Jennings","St Louis","16","0","$6,750","2","1 (1 0)","880","0.0700","93","PRPT01"
"13061374","S","11/22/2013","RESI","5310 Hamilton Ave","Jennings","St Louis","16","7","$7,000","3","1 (1 0)","1,483","0.1400","100","RXGT01"
"13065770","S","12/31/2013","RESI","5212 Hamilton Ave","Jennings","St Louis","16","160","$9,000","3","1 (1 0)","924","0.1470","96","SLEC13"
"13053198","S","10/14/2013","RESI","5766 Jennings Station","Flordell Hills","Jennings","16","0","$9,000","2","2 (1 1)","1,260","0.1410","90","PRPT01"
"13046147","S","11/25/2013","RESI","7051 Manette Dr","Flordell Hills","St Louis","16","36","$9,500","2","1 (1 0)","792","0.1150","78","NICL01"
"13053191","S","10/14/2013","RESI","5733 Jennings Station","Flordell Hills","St Louis","16","0","$10,000","3","2 (2 0)","1,056","0.1680","73","PRPT01"
"13062334","S","12/19/2013","RESI","8321 Sunbury Ave","Jennings","St Louis","16","22","$10,500","3","1 (1 0)","1,287","0.1610","65","CBG 06"
"13036443","S","10/07/2013","RESI","7117 Seymour","Flordell Hills","St Louis","16","42","$11,000","2","1 (1 0)","","0.1150","67","GLDR01"
"13011944","S","10/25/2013","RESI","2024 Park","Jennings","St Louis","16","57","$11,012","3","1 (1 0)","1,134","0.1900","70","CBG 06"
"13052978","S","11/19/2013","RESI","7054 Florence","Jennings","St Louis","16","12","$11,500","2","1 (1 0)","900","0.1390","76","OWAI01"
"13020727","S","11/19/2013","RESI","5460 Wilborn Dr","Jennings","Jennings","16","198","$13,750","2","1 (1 0)","726","0.1610","65","PHSO01"
"13049927","S","11/26/2013","RESI","5530 SUNBURY Ave","Country Club Hills","St Louis","16","82","$14,188","2","1 (1 0)","979","0.1380","72","RMXP01"
