"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12032626","S","09/12/2012","RESI","1622 South 18th St","","St Louis","2","107","$174,000","2","2 (1 1)","1,216","0.0490","33","RMXR01"
"12025243","S","07/13/2012","RESI","6612 Chamberlain Ave","University City","University City","4","70","$73,500","2","1 (1 0)","","0.0900","110","CRCA01"
"12034414","S","08/30/2012","RESI","5736 Jennings Station Rd","Flordell Hills","St Louis","16","72","$3,000","1","1 (1 0)","652","0.1600","86","CBG 06"
"12027277","S","08/27/2012","RESI","5543 Jennings Station Rd","Jennings","Jennings","16","91","$4,000","2","1 (1 0)","858","0.1130","70","HRLG01"
"12003881","S","07/11/2012","RESI","7305 Eunice Ave","Jennings","Jennings","16","290","$4,800","2","1 (1 0)","960","0.2300","77","HRLG01"
"12024319","S","09/10/2012","RESI","7224 Albright Ave","Jennings","St Louis","16","114","$5,000","3","1 (1 0)","879","0.1500","89","SLEC01"
"12040141","S","08/06/2012","RESI","8905 Scottdale Ave","Jennings","St Louis","16","95","$5,012","2","1 (1 0)","1,062","","54","STRR01"
"12033921","S","08/06/2012","RESI","8359 Strathmore","Jennings","St Louis","16","14","$5,500","1","1 (1 0)","720","0.0800","90","REOX01"
"12027590","S","08/30/2012","RESI","2554 Main","Jennings","St Louis","16","112","$5,500","3","2 (2 0)","","0.1600","67","HILB01"
"12030456","S","07/12/2012","RESI","7127 Dawson","Jennings","St Louis","16","51","$6,600","2","1 (1 0)","686","0.2800","75","DNAR01"
"12006692","S","07/20/2012","RESI","8833 Blewett Ave","Jennings","St Louis","16","28","$7,000","2","1 (1 0)","780","0.2400","94","WREO01"
"12031053","S","09/27/2012","RESI","5526 Jennings Station","Jennings","St Louis","16","79","$7,200","2","1 (1 0)","","0.1200","90","RMXR03"
"12019765","S","08/07/2012","RESI","2643 Terrace","Jennings","St Louis","16","46","$8,059","3","2 (1 1)","1,225","0.2000","118","CBPR02"
"12036374","S","08/03/2012","RESI","5313 College Ave","Jennings","St Louis","16","24","$9,000","2","1 (1 0)","918","0.1300","78","WREO01"
"12019777","S","08/10/2012","RESI","2503 Switzer Ave","Jennings","St Louis","16","10","$9,500","3","1 (1 0)","1,575","0.1200","70","BRID01"
"12037786","S","09/06/2012","RESI","7315 Marge Ave","Jennings","St Louis","16","6","$9,533","2","1 (1 0)","888","0.1300","62","BRKO"
"12038255","S","08/28/2012","RESI","5319 College Ave","Jennings","St Louis","16","12","$10,100","2","1 (1 0)","918","0.1300","78","DPEV01"
"12049487","S","09/27/2012","RESI","7022 Manette","Flordell Hills","St Louis","16","24","$10,188","2","1 (1 0)","826","0.1600","78","CBG 06"
"12043393","S","09/10/2012","RESI","7145 Garesche Ave","Jennings","St Louis","16","122","$10,500","2","1 (1 0)","1,008","0.1400","78","RLXG01"
"12023528","S","07/11/2012","RESI","8718 Agate Ct","Jennings","Jennings","16","88","$10,500","2","1 (1 0)","816","0.2300","68","RMXP01"
"12032708","S","08/30/2012","RESI","7143 Garesche Ave","Jennings","St Louis","16","41","$11,000","2","1 (1 0)","999","0.1400","73","PTRH01"
"12022382","S","07/18/2012","RESI","2039 Park Lane","Jennings","St Louis","16","78","$11,100","3","2 (2 0)","1,386","0.1500","71","BRID01"
"12022213","S","07/12/2012","RESI","5557 Albia Terr","Jennings","St Louis","16","22","$12,000","3","1 (1 0)","988","0.1400","62","PTRH01"
"12025999","S","07/02/2012","RESI","2512 Mclaran Ave","Jennings","St Louis","16","13","$12,001","2","1 (1 0)","1,086","0.1300","72","GLDR01"
"12031950","S","08/27/2012","RESI","7321 Jenwood Ave","Jennings","St Louis","16","18","$12,100","3","2 (2 0)","1,250","0.3700","61","CBG 06"
"12046737","S","09/28/2012","RESI","7500 Chandler Ave","Country Club Hills","St Louis","16","17","$12,700","2","1 (1 0)","794","0.1400","78","RLXG01"
"12043877","S","08/31/2012","RESI","8790 Darnell","Jennings","St Louis","16","2","$13,000","2","2 (1 1)","950","0.1400","60","HRSR01"
"12027398","S","07/02/2012","RESI","5544 Sapphire Ave","Jennings","St Louis","16","37","$13,000","3","1 (1 0)","888","0.1500","61","REGO05"
"12026977","S","08/30/2012","RESI","7039 Garesche Ave","Jennings","St Louis","16","279","$13,000","2","1 (1 0)","864","0.1390","75","RMXR01"
