"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12031204","S","08/10/2012","RESI","580 Ryan","Florissant","Florissant","48","83","$53,500","3","2 (1 1)","962","0.2800","58","DNAR01"
"12027146","S","07/24/2012","RESI","7305 Berkridge Dr","Hazelwood","Hazelwood","48","24","$53,900","3","2 (2 0)","1,189","0.1800","54","RMST01"
"12033561","S","08/24/2012","RESI","1845 Gerard Park Lane","Hazelwood","Hazelwood","48","8","$55,000","3","2 (1 1)","1,161","0.2000","55","DPEV01"
"12024126","S","09/05/2012","RESI","790 Loyola Dr","Florissant","Florissant","48","110","$55,000","3","2 (1 1)","1,218","0.1800","60","KWRW01"
"12020271","S","07/27/2012","RESI","707 Loekes Dr","Florissant","Florissant","48","91","$55,000","2","2 (2 0)","780","0.1800","65","CBG 12"
"11054423","S","07/03/2012","RESI","1500 Night Dr","Florissant","Florissant","48","204","$56,000","3","1 (1 0)","1,025","0.2030","57","SBSF01"
"12031793","S","08/03/2012","RESI","8426 Lariat Dr","Hazelwood","Hazelwood","48","37","$58,000","3","2 (2 0)","1,450","0.2000","52","RMST01"
"12027297","S","07/27/2012","RESI","1365 Tahoe","Florissant","Florissant","48","81","$58,000","3","2 (1 1)","1,090","0.1700","57","RXSB01"
"12025979","S","08/24/2012","RESI","210 Taylor  Rd","Hazelwood","Hazelwood","48","107","$59,000","2","1 (1 0)","1,065","0.2300","69","CUSR01"
"12041754","S","08/29/2012","RESI","13 Cedar Park Dr","Florissant","Florissant","48","25","$60,000","3","3 (1 2)","1,026","0.1700","50","RMST01"
"12037955","S","09/27/2012","RESI","774 Lamplight Lane","Hazelwood","Hazelwood","48","50","$60,000","3","3 (2 1)","","0.2400","54","CBG 05"
"12035617","S","08/31/2012","RESI","7401 Foxmont Dr","Hazelwood","Hazelwood","48","43","$60,000","3","2 (2 0)","1,113","0.2900","53","ONES01"
"12004688","S","09/14/2012","RESI","2040 Splendor","Florissant","Florissant","48","131","$60,000","3","1 (1 0)","1,025","","54","SLEC13"
"12040629","S","09/28/2012","RESI","1605 Estes","Florissant","Florissant","48","78","$61,800","3","3 (3 0)","1,066","0.2100","31","LABK01"
"12009909","S","07/31/2012","RESI","6 Longhenrich Dr","Florissant","Florissant","48","127","$62,000","3","2 (2 0)","1,370","0.2100","55","ONES01"
"12018668","S","08/13/2012","RESI","170 Alberto","Florissant","Florissant","48","101","$62,500","3","2 (1 1)","728","0.3000","63","CBG 31"
"12020368","S","09/26/2012","RESI","1590 Bobbinray Ave","Florissant","Florissant","48","12","$63,000","3","2 (2 0)","1,146","0.2500","57","CBG 05"
"12032335","S","09/21/2012","RESI","1554 Ville Angela","Hazelwood","Hazelwood","48","15","$64,500","3","2 (2 0)","1,120","0.1900","55","RMST01"
"10060829","S","07/26/2012","RESI","7 Ronda Dr","Florissant","Florissant","48","597","$64,500","3","2 (1 1)","1,209","0.3000","56","SLEC04"
"12032399","S","07/25/2012","RESI","2015 Freemantle","Unincorporated","Florissant","48","13","$70,000","3","2 (2 0)","1,269","0.1700","29","CBG 06"
"12027093","S","07/13/2012","RESI","525 Fox Crest","Hazelwood","Hazelwood","48","15","$72,000","2","2 (2 0)","1,179","0.2000","52","OWAI01"
"12010486","S","09/25/2012","RESI","75 Pompano Lane","Florissant","Florissant","48","162","$75,000","3","2 (1 1)","1,040","","61","CBG 09"
"11027922","S","09/07/2012","RESI","810 Holiday Ave","Hazelwood","Hazelwood","48","419","$75,000","3","2 (2 0)","1,298","0.1720","59","CBG 15"
"12033666","S","08/23/2012","RESI","530 Versailles","Florissant","Florissant","48","32","$76,000","3","1 (1 0)","1,064","0.3200","59","CBG 31"
"12033093","S","07/24/2012","RESI","1391 Coachway","Hazelwood","Hazelwood","48","15","$77,000","3","3 (2 1)","1,236","0.1900","50","CBG 06"
"12032966","S","08/02/2012","RESI","1815 Battlefield Dr","Unincorporated","Florissant","48","14","$79,500","4","3 (2 1)","1,125","0.1650","42","SNRE"
"12040587","S","08/21/2012","RESI","733 Riderwood","Hazelwood","Hazelwood","48","5","$80,000","3","2 (1 1)","1,002","0.1800","60","SLRE02"
"12008197","S","07/26/2012","RESI","1405 Loveland","Florissant","Florissant","48","91","$80,000","3","2 (2 0)","1,161","","52","SLEC13"
"12021000","S","08/06/2012","RESI","903 Lamplight Lane","Hazelwood","Hazelwood","48","277","$80,350","3","2 (2 0)","1,133","0.2200","53","CBG 06"
"12032435","S","09/28/2012","RESI","155 Ruth Dr","Florissant","Florissant","48","110","$81,000","3","2 (2 0)","912","0.2200","60","RLVN01"
"12030426","S","08/13/2012","RESI","812 Teson","Hazelwood","Hazelwood","48","49","$81,000","3","2 (1 1)","","0.1700","59","GRSM01"
"12028433","S","07/25/2012","RESI","1645 Hurstborough Manor","Hazelwood","Hazelwood","48","46","$81,000","3","3 (2 1)","1,396","0.0700","13","GLDR01"
"12016369","S","07/27/2012","RESI","2487 Manthorne Ct","Florissant","Florissant","48","260","$82,000","3","2 (2 0)","1,067","0.1650","45","RMXR02"
"12009258","S","08/20/2012","RESI","12 Mary Rose Ct","Hazelwood","Hazelwood","48","140","$82,000","3","2 (2 0)","1,061","0.2210","59","KWSW01"
"12001880","S","09/07/2012","RESI","105 Sally","Florissant","Florissant","48","200","$83,000","3","1 (1 0)","912","0.1700","61","SLEC13"
"12021442","S","08/28/2012","RESI","2523 Auburnhill Ct","Unincorporated","Florissant","48","186","$85,000","3","3 (3 0)","1,189","0.1790","47","SLEC13"
"11031797","S","07/12/2012","RESI","3951 Dunn Rd","Hazelwood","Hazelwood","48","367","$85,000","2","2 (2 0)","1,424","3.2200","68","CBPR01"
"12050130","S","09/28/2012","RESI","829 Holiday Ave","Hazelwood","Hazelwood","48","33","$86,000","3","2 (2 0)","1,281","0.1700","58","RDKY02"
"12028054","S","07/09/2012","RESI","136 Elmgrove Ave","Hazelwood","Hazelwood","48","27","$86,000","3","1 (1 0)","1,323","5.3500","53","RMST01"
"12032575","S","08/01/2012","RESI","1 Sparrow","Florissant","Florissant","48","51","$87,500","3","2 (1 1)","","0.2600","56","BPAL01"
