"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12023589","S","02/26/2013","RESI","706 East Argonne Dr","Oakland","Oakland","196","261","$168,000","3","2 (2 0)","1,197","0.1000","79","MADA01"
"12066092","S","03/11/2013","RESI","603 West Essex Ave","Kirkwood","Kirkwood","196","68","$168,500","3","3 (2 1)","1,590","0.1900","61","SLEC04"
"12062401","S","03/01/2013","RESI","131 East Sarah Ave","Kirkwood","Kirkwood","196","95","$169,900","2","2 (2 0)","916","0.1800","","CBG 15"
"13007786","S","03/28/2013","RESI","219 Reedway Lane","Kirkwood","St Louis","196","6","$171,000","3","1 (1 0)","1,040","0.1900","63","CBG 14"
"12052460","S","02/19/2013","RESI","113 Woodridge Rd","Kirkwood","St Louis","196","155","$178,000","3","1 (1 0)","1,440","0.2000","67","RELC01"
"13000042","S","02/14/2013","RESI","315 Heege Ave","Kirkwood","Kirkwood","196","47","$179,000","3","2 (1 1)","990","0.2100","51","KWSW01"
"13003751","S","03/13/2013","RESI","834 Poinsetta","Kirkwood","Kirkwood","196","26","$185,500","2","2 (1 1)","864","0.1730","68","CBG 15"
"13005020","S","02/27/2013","RESI","1004 Nolan Dr","Glendale","St Louis","196","3","$188,000","2","1 (1 0)","1,171","","79","CBG 15"
"12061882","S","01/11/2013","RESI","962 Glenbrook Ave","Glendale","Glendale","196","71","$192,500","2","2 (2 0)","","0.1800","69","MADA01"
"12068694","S","03/22/2013","RESI","1158 North Geyer","Kirkwood","St Louis","196","96","$195,000","3","2 (1 1)","","0.3400","71","MADA01"
"12031252","S","01/25/2013","RESI","1002 Woodgate Dr","Kirkwood","Kirkwood","196","358","$195,000","4","2 (2 0)","1,648","0.2000","66","SLEC04"
"12057203","S","02/25/2013","RESI","833 Thornberry","Kirkwood","Kirkwood","196","145","$196,000","4","3 (2 1)","","0.2100","","MADA01"
"12064654","S","02/15/2013","RESI","1001 Glenbrook Ave","Glendale","Glendale","196","47","$196,500","2","2 (2 0)","1,336","0.1900","68","SLEC04"
"13001536","S","02/22/2013","RESI","824 Lynda Ct","Kirkwood","Kirkwood","196","25","$198,500","3","2 (2 0)","1,252","0.1860","65","RMXR04"
"12041574","S","02/07/2013","RESI","629 South Sappington Rd","Oakland","Oakland","196","164","$198,500","3","2 (2 0)","1,446","0.2400","40","CBG 25"
"12066270","S","03/28/2013","RESI","1001 Grandview Dr","Kirkwood","Kirkwood","196","94","$204,000","2","2 (2 0)","1,466","0.1900","77","SLEC04"
"13006322","S","03/27/2013","RESI","727 Cranbrook Dr","Kirkwood","St Louis","196","0","$205,000","0"," (0 0)","1,090","0.1980","66","CBG 15"
"13000805","S","03/28/2013","RESI","519 Par","Kirkwood","St Louis","196","81","$213,000","3","2 (2 0)","1,160","0.1800","60","MADA01"
"12056651","S","03/27/2013","RESI","1122 Folger Ave","","St Louis","196","156","$213,000","2","2 (2 0)","1,376","0.1900","83","RLGR01"
"12068597","S","02/11/2013","RESI","444 Fairway Lane","Kirkwood","St Louis","196","49","$215,000","3","1 (1 0)","1,687","0.1800","78","RDKY02"
"12033307","S","01/11/2013","RESI","2120 Briargate Lane","Kirkwood","Kirkwood","196","393","$215,000","3","3 (3 0)","1,607","0.1400","61","MCAR03"
