"MLS","St","Status Date","P Type","Address","Municipality Township","City","Area","CDOM","Price","Bedrooms","Bth","Square Footage","Acres","Age","Listing Office ID"
"12054666","S","12/05/2012","RESI","5229 Lakewood Ave","Unincorporated","St Louis","286","123","$58,399","3","2 (2 0)","1,186","0.1300","39","WREA01"
"12055461","S","11/14/2012","RESI","4251 Heidelberg Ave","Unincorporated","Unincorporated","286","6","$60,000","3","1 (1 0)","1,040","0.1400","64","DERP01"
"12065885","S","12/10/2012","RESI","4832 Blackhawk","Unincorporated","St Louis","286","1","$60,500","3","3 (3 0)","","0.1500","59","RMBC02"
"12045529","S","11/15/2012","RESI","444 Tiffany","Unincorporated","St Louis","286","105","$67,000","2","2 (1 1)","912","0.1400","62","CLAR01"
"11026714","S","10/25/2012","RESI","4942 Hummelsheim Ave","Unincorporated","St Louis","286","503","$67,500","2","1 (1 0)","1,481","0.1510","111","CBG 07"
"12063822","S","11/07/2012","RESI","837 Virgo","Unincorporated","St Louis","286","170","$69,900","3","2 (1 1)","1,288","0.1400","58","PRPT01"
"12032121","S","10/19/2012","RESI","4411 Big Chief Dr","Unincorporated","St Louis","286","62","$72,900","3","2 (1 1)","","0.1900","63","DPEV01"
"12062899","S","12/11/2012","RESI","112 Union Rd","Unincorporated","St Louis","286","14","$73,000","2","1 (1 0)","","0.1400","64","SLEC07"
"12042870","S","10/09/2012","RESI","1701 Mary Hubert Ct","Unincorporated","St Louis","286","38","$82,000","2","1 (1 0)","950","0.1100","59","CBG 29"
"12039463","S","10/31/2012","RESI","4336 Big Chief","Unincorporated","St Louis","286","119","$85,000","3","2 (2 0)","1,030","0.1900","53","LXMB"
"12058607","S","12/21/2012","RESI","4331 Creelman Place","Unincorporated","St Louis","286","31","$86,000","2","3 (2 1)","982","0.1700","63","CBPR01"
"12043044","S","11/13/2012","RESI","4531 Grasso Ave","Unincorporated","St Louis","286","70","$87,500","2","1 (1 0)","","0.1380","66","REGO01"
"12049427","S","11/20/2012","RESI","7734 Elton","Unincorporated","St Louis","286","88","$91,500","3","1 (1 0)","","","","KWSW01"
"12029181","S","11/02/2012","RESI","8948 Anchor","Unincorporated","St Louis","286","173","$92,840","3","3 (1 2)","1,228","0.1500","64","PRUA11"
"12055604","S","10/26/2012","RESI","9040 Radiom Dr","Unincorporated","St Louis","286","35","$95,000","3","2 (2 0)","1,102","0.1400","46","RMBC03"
"12004875","S","10/29/2012","RESI","8914 Francis","Unincorporated","St Louis","286","242","$95,000","2","1 (1 0)","936","","67","RMXR02"
"12026627","S","11/13/2012","RESI","9524 Dana Ave","Unincorporated","St Louis","286","118","$98,000","3","2 (2 0)","888","0.1700","65","CBG 07"
"12020488","S","12/20/2012","RESI","9512 Montbrook Dr","Unincorporated","Affton","286","236","$100,000","2","1 (1 0)","960","0.1400","63","KWSW01"
"12058687","S","11/15/2012","RESI","5142 Heege","Unincorporated","St Louis","286","3","$105,000","2","2 (2 0)","1,575","0.1900","107","MCVY01"
"12055902","S","11/29/2012","RESI","4366 Dar Lane","Unincorporated","St Louis","286","63","$107,500","3","2 (1 1)","1,168","","63","CBG 04"
"12052015","S","12/28/2012","RESI","4438 Schmittwoods Ct","Unincorporated","St Louis","286","100","$109,900","3","1 (1 0)","1,200","0.4500","62","POWR"
"12035430","S","10/31/2012","RESI","9206 Pinto Dr","Unincorporated","St Louis","286","98","$110,500","3","2 (2 0)","","","58","RMXR03"
"12031065","S","10/25/2012","RESI","4411 Turquoise Dr","Unincorporated","St Louis","286","70","$112,000","3","2 (1 1)","1,030","0.3500","62","RMXR02"
"12059359","S","11/29/2012","RESI","4735 Tiemann Ave","Unincorporated","St Louis","286","30","$118,000","3","2 (1 1)","1,220","0.1890","91","EXSL01"
"12052573","S","10/17/2012","RESI","4430 Schmittwoods Ct","Unincorporated","St Louis","286","44","$123,000","3","2 (2 0)","","0.4500","56","AVER01"
"12040971","S","10/01/2012","RESI","9858 Ione Lane","Unincorporated","St Louis","286","35","$125,500","3","2 (1 1)","1,040","0.2100","62","CBG 14"
"12050967","S","12/21/2012","RESI","9040 Rosemary Ave","Wilbur Park","St Louis","286","273","$126,500","3","2 (2 0)","1,320","0.1150","79","PRAD02"
"12053715","S","11/06/2012","RESI","1704 Mary Hubert St","Unincorporated","St Louis","286","53","$127,000","3","2 (2 0)","950","0.1200","59","RMXR01"
"12063148","S","12/26/2012","RESI","4464 Fatima Dr","Unincorporated","St Louis","286","21","$127,710","3","2 (2 0)","1,641","0.1800","49","PRPT01"
"11045032","S","10/10/2012","RESI","9029 Kathleen Ave","Wilbur Park","St Louis","286","399","$127,900","3","1 (1 0)","1,540","0.1150","79","KWRW01"
"12049952","S","10/19/2012","RESI","4600 Hannover Ave","Unincorporated","St Louis","286","4","$140,000","3","2 (2 0)","1,892","0.1200","114","GRCA01"
"12028012","S","11/19/2012","RESI","4678 Hannover Ave","Unincorporated","St Louis","286","138","$141,000","3","2 (2 0)","1,377","0.1600","75","EXSL01"
"12044935","S","12/21/2012","RESI","4647 Candace","Unincorporated","St Louis","286","118","$142,000","3","3 (2 1)","1,742","","51","REGO01"
"12000753","S","10/19/2012","RESI","9066 Amona","Unincorporated","St Louis","286","260","$144,000","3","2 (2 0)","1,124","0.2720","43","CBG 07"
"12029028","S","10/09/2012","RESI","9801 Glenmont Dr","Unincorporated","St Louis","286","119","$145,000","3","2 (2 0)","1,025","0.2700","62","CBG 27"
"12044966","S","10/09/2012","RESI","4424 Turquoise Dr","Unincorporated","St Louis","286","71","$146,000","4","2 (1 1)","1,160","0.1400","62","EXSL01"
"12064045","S","12/28/2012","RESI","4427 Cayuga Dr","Unincorporated","St Louis","286","45","$146,500","4","3 (2 1)","1,600","0.1750","62","REGO01"
"12042600","S","10/05/2012","RESI","4019 Greenmeadows Dr","Unincorporated","St Louis","286","66","$148,900","3","3 (2 1)","1,040","0.1400","62","RMXR01"
